locus_tag,nombre_gen,inicio,fin,longitud_pb,num_aminoacidos,hebra,contenido_gc,producto,proteina_id
ACUCMD_RS00155,,31364,31682,318,106,+,62.89,ESX-1 secretion-associated protein,WP_003400401.1
ACUCMD_RS00160,,31689,31995,306,102,+,63.73,DUF2694 domain-containing protein,WP_003400405.1
ACUCMD_RS00165,,31999,32143,144,48,-,62.5,hypothetical protein,WP_003400408.1
ACUCMD_RS00170,,32232,33330,1098,366,+,66.12,DUF5631 domain-containing protein,WP_003400411.1
ACUCMD_RS00175,,33399,33729,330,110,+,65.45,DUF2710 domain-containing protein,WP_003400413.1
ACUCMD_RS00180,,33742,33868,126,42,+,67.46,hypothetical protein,
ACUCMD_RS00185,,34470,36786,2316,772,+,62.0,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,WP_003901773.1
ACUCMD_RS00190,acpA,36782,37046,264,88,+,56.82,acyl carrier protein,WP_003400418.1
ACUCMD_RS00195,,37042,37438,396,132,+,65.66,nuclear transport factor 2 family protein,WP_003400421.1
ACUCMD_RS00200,fadD34,37434,39125,1691,563,+,63.63,fatty acyl-AMP ligase FadD34,
ACUCMD_RS00205,,39233,40007,774,258,-,68.73,TIGR03084 family metal-binding protein,WP_003400427.1
ACUCMD_RS00210,,40054,41380,1326,442,-,67.72,MFS transporter,WP_003400431.1
ACUCMD_RS00215,,41481,42090,609,203,+,65.35,YqgE/AlgH family protein,WP_003400460.1
ACUCMD_RS00220,,42181,42529,348,116,-,71.55,membrane protein,WP_003400465.1
ACUCMD_RS00225,,42610,43543,933,311,-,67.52,LpqN/LpqT family lipoprotein,WP_003900793.1
ACUCMD_RS00230,leuS,43739,46649,2910,970,+,62.99,leucine--tRNA ligase,WP_003902585.1
ACUCMD_RS00235,,46758,47262,504,168,-,66.47,MarR family winged helix-turn-helix transcriptional regulator,WP_003912416.1
ACUCMD_RS00240,,47543,48278,735,245,-,63.67,GntR family transcriptional regulator,WP_003899786.1
ACUCMD_RS00245,,48410,49205,795,265,-,66.67,LLM class F420-dependent oxidoreductase,WP_003400486.1
ACUCMD_RS00250,,49220,50115,895,298,-,66.93,alpha/beta fold hydrolase,
ACUCMD_RS00255,,50196,51300,1104,368,-,64.04,inositol-3-phosphate synthase,WP_003400492.1
ACUCMD_RS00260,,51360,51903,543,181,-,66.48,PadR family transcriptional regulator,WP_003899787.1
ACUCMD_RS00265,,52003,52873,870,290,-,65.98,DUF1707 SHOCT-like domain-containing protein,WP_003400498.1
ACUCMD_RS00270,,52985,53420,435,145,+,66.44,DUF5318 family protein,WP_003899789.1
ACUCMD_RS00275,ponA1,53412,55884,2472,824,+,65.25,"transglycosylase/D,D-transpeptidase PonA1",WP_003907269.1
ACUCMD_RS00280,,55880,57563,1683,561,+,64.53,glycosyltransferase family 87 protein,WP_003400514.1
ACUCMD_RS00285,,57519,58158,639,213,+,65.88,DJ-1/PfpI family protein,WP_003912418.1
ACUCMD_RS00290,rpsF,58376,58667,291,97,+,60.14,30S ribosomal protein S6,WP_003400520.1
ACUCMD_RS00295,ssb,58770,59265,495,165,+,66.67,single-stranded DNA-binding protein,WP_003400534.1
ACUCMD_RS00300,rpsR,59306,59561,255,85,+,64.71,30S ribosomal protein S18,WP_003400540.1
ACUCMD_RS00305,rplI,59593,60052,459,153,+,62.09,50S ribosomal protein L9,WP_031710534.1
ACUCMD_RS00310,dnaB,60580,63205,2625,875,+,62.86,replicative DNA helicase,WP_003400547.1
ACUCMD_RS00315,darT,63384,64077,693,231,+,61.9,toxin-antitoxin system toxin DarT,WP_003400548.1
ACUCMD_RS00320,darG,64093,65152,1059,353,+,60.06,toxin-antitoxin system antitoxin DNA ADP-ribosyl glycohydrolase DarG,WP_003400551.1
ACUCMD_RS00325,,65196,65535,339,113,-,61.95,hypothetical protein,
ACUCMD_RS00330,,65584,65842,258,86,-,64.34,hypothetical protein,WP_224994150.1
ACUCMD_RS00335,,65736,66879,1143,381,+,68.24,glycoside hydrolase family 6 protein,WP_003400562.1
ACUCMD_RS00340,,67107,68548,1441,480,+,67.24,FAD-binding oxidoreductase,
ACUCMD_RS00345,,68603,68765,162,54,+,66.67,hypothetical protein,WP_003899796.1
ACUCMD_RS00350,,68805,71745,2940,980,+,63.64,UPF0182 family protein,WP_003901785.1
ACUCMD_RS00355,,71781,72021,240,80,+,64.17,FitA-like ribbon-helix-helix domain-containing protein,WP_003400577.1
ACUCMD_RS00360,vapC1,72013,72415,402,134,+,62.44,type II toxin-antitoxin system ribonuclease VapC1,WP_003400580.1
ACUCMD_RS00365,,72466,74704,2238,746,-,61.8,NADP-dependent isocitrate dehydrogenase,WP_003899797.1
ACUCMD_RS00370,,74821,75391,570,190,-,65.09,TetR/AcrR family transcriptional regulator,WP_003400591.1
ACUCMD_RS00375,,75493,76405,912,304,+,65.79,SDR family NAD(P)-dependent oxidoreductase,WP_003899798.1
ACUCMD_RS00380,sdaA,76429,77815,1386,462,-,65.08,L-serine ammonia-lyase,WP_003400600.1
ACUCMD_RS00385,glyA,77811,79089,1278,426,-,66.12,serine hydroxymethyltransferase,WP_003899799.1
ACUCMD_RS00390,,79678,80386,708,236,+,64.69,reverse transcriptase domain-containing protein,WP_460758203.1
ACUCMD_RS00395,,80473,80746,273,91,+,63.0,HNH endonuclease,
ACUCMD_RS00400,,80816,81866,1050,350,+,61.71,ABC transporter permease,WP_003400616.1
ACUCMD_RS00405,,81868,82861,993,331,+,62.64,ABC transporter ATP-binding protein,WP_003899801.1
ACUCMD_RS00410,,82940,84176,1236,412,+,66.02,metal-dependent hydrolase family protein,WP_003400620.1
ACUCMD_RS00415,,84188,85361,1173,391,+,64.11,MalY/PatB family protein,WP_003400622.1
ACUCMD_RS00420,,85375,85756,381,127,-,62.2,hypothetical protein,WP_003913085.1
ACUCMD_RS00425,,85828,86659,831,277,-,66.19,alpha/beta fold hydrolase,WP_003900801.1
ACUCMD_RS00430,,86720,87326,606,202,+,67.99,TetR/AcrR family transcriptional regulator,WP_003899803.1
ACUCMD_RS00435,,87400,87994,594,198,-,60.94,nucleotidyl transferase AbiEii/AbiGii toxin family protein,WP_003901788.1
ACUCMD_RS00440,,87990,88197,207,69,-,62.32,hypothetical protein,WP_003400649.1
ACUCMD_RS00445,,88396,89218,822,274,+,68.13,dormancy-associated translation inhibitor,WP_003400655.1
ACUCMD_RS00450,,89214,89673,459,153,+,68.85,pyridoxamine 5'-phosphate oxidase family protein,WP_003899804.1
ACUCMD_RS00455,,89767,90112,345,115,+,65.51,lsr2/espR transcriptional regulator,WP_003400657.1
ACUCMD_RS00460,,90116,90596,480,160,+,69.79,NADH-quinone oxidoreductase subunit B family protein,WP_003400658.1
ACUCMD_RS00465,,90592,92515,1923,641,+,71.24,oxidoreductase,WP_003907280.1
ACUCMD_RS00470,hycD,92520,93471,951,317,+,68.56,respiratory chain complex I subunit 1 family protein,WP_003900802.1
ACUCMD_RS00475,,93481,94144,663,221,+,68.93,hydrogenase HycP,WP_003400661.1
ACUCMD_RS00480,hycQ,94143,95610,1467,489,+,68.85,hydrogenase HycQ,WP_003400662.1
ACUCMD_RS00485,hycE,95606,97085,1479,493,+,66.8,hydrogenase large subunit,WP_003400663.1
ACUCMD_RS00490,,97314,97794,480,160,+,61.46,SRPBCC family protein,WP_003899806.1
ACUCMD_RS00495,,97938,98544,606,202,+,66.83,class I SAM-dependent methyltransferase,
ACUCMD_RS00500,,98672,99434,762,254,+,65.49,DUF2127 domain-containing protein,WP_003901796.1
ACUCMD_RS00505,mtn,99867,100635,768,256,+,65.1,5'-methylthioadenosine/adenosylhomocysteine nucleosidase,WP_003400678.1
ACUCMD_RS00510,ctpA,100766,103052,2286,762,+,67.5,heavy metal translocating P-type ATPase,WP_003899808.1
ACUCMD_RS00515,,102998,103709,711,237,-,68.5,zf-HC2 domain-containing protein,WP_003912510.1
ACUCMD_RS00520,,103893,105288,1395,465,-,67.1,HNH endonuclease signature motif containing protein,
ACUCMD_RS00525,,105510,106902,1392,464,+,65.16,PPE family protein,WP_003901799.1
ACUCMD_RS00530,scoE,106920,107790,870,290,+,58.85,(3R)-3-[(carboxymethyl)amino]fatty acid oxygenase/decarboxylase,WP_003400786.1
ACUCMD_RS00535,fcoT,107786,108338,552,184,+,59.06,fatty acyl CoA thioesterase FcoT,WP_003899810.1
ACUCMD_RS00540,fadD10,108366,109965,1599,533,+,62.98,fatty acid--CoA ligase FadD10,WP_003916215.1
ACUCMD_RS00545,,109969,110206,237,79,+,60.34,acyl carrier protein,WP_003400793.1
ACUCMD_RS00550,nrp,110187,117726,7539,2513,+,65.13,non-ribosomal peptide synthetase Nrp,WP_460758208.1
ACUCMD_RS00555,,117900,119886,1986,662,+,65.01,cytochrome c oxidase assembly protein,WP_031710536.1
ACUCMD_RS00560,ctpB,120101,122360,2259,753,-,66.14,heavy metal translocating P-type ATPase,WP_003400797.1
ACUCMD_RS00565,,122503,124018,1515,505,+,63.83,cyclic nucleotide-binding domain-containing protein,
ACUCMD_RS00570,,124051,124157,106,35,-,53.77,bL33 family ribosomal protein,
ACUCMD_RS00575,rpmB,124166,124451,285,95,-,67.37,50S ribosomal protein L28,WP_003400802.1
ACUCMD_RS00580,mrf,124560,125757,1197,399,+,66.42,ribosome hibernation factor-recruiting GTPase MRF,WP_003400804.1
ACUCMD_RS00585,ctpI,125851,130729,4878,1626,-,68.68,cation-translocating P-type ATPase,WP_003899815.1
ACUCMD_RS00590,,131082,131316,234,78,-,59.83,hypothetical protein,WP_003899816.1
ACUCMD_RS00595,,131570,133061,1491,497,+,72.57,PE family protein,WP_003909149.1
ACUCMD_RS00600,,133103,133958,855,285,+,64.8,rhomboid family intramembrane serine protease,WP_003899818.1
ACUCMD_RS00605,,134138,136196,2058,686,+,65.65,acyltransferase family protein,WP_003900811.1
ACUCMD_RS00610,gca,136477,137434,957,319,+,55.9,"GDP-mannose 4,6-dehydratase",WP_003400829.1
ACUCMD_RS00615,gmhA,137507,138098,591,197,+,57.87,D-sedoheptulose 7-phosphate isomerase,WP_003400839.1
ACUCMD_RS00620,gmhB,138129,138702,573,191,+,61.61,"D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase",WP_003400840.1
ACUCMD_RS00625,hddA,138701,139862,1161,387,+,62.88,GHMP family kinase ATP-binding protein,WP_003902603.1
ACUCMD_RS00630,,140144,140333,189,63,+,62.96,hypothetical protein,WP_003400850.1
ACUCMD_RS00635,ldtMt1,140455,141211,756,252,-,63.23,"L,D-transpeptidase LdtMt1",WP_003400856.1
ACUCMD_RS00640,oxyS,141388,142333,945,315,+,63.49,LysR family transcriptional regulator OxyS,WP_003906284.1
ACUCMD_RS00645,oxc,142316,144065,1749,583,-,66.72,oxalyl-CoA decarboxylase,WP_003400858.1
ACUCMD_RS00650,,144237,145815,1578,526,+,68.57,FadD7 family fatty acid--CoA ligase,WP_003901806.1
ACUCMD_RS00655,,145815,147960,2145,715,-,65.92,elongation factor G-like protein EF-G2,WP_003901807.1
ACUCMD_RS00660,,148096,148531,435,145,-,66.21,TIGR03668 family PPOX class F420-dependent oxidoreductase,WP_003400864.1
ACUCMD_RS00665,,148679,149048,369,123,+,61.79,hypothetical protein,WP_003400865.1
ACUCMD_RS00670,,149044,149413,369,123,+,62.06,hypothetical protein,WP_003400878.1
ACUCMD_RS00675,,149721,151185,1464,488,+,77.73,PE family protein,WP_460758215.1
ACUCMD_RS00680,pepA,151336,152404,1068,356,+,68.07,S1C family serine protease,WP_003400885.1
ACUCMD_RS00685,treS,152512,154318,1806,602,+,62.96,maltose alpha-D-glucosyltransferase,WP_031710538.1
ACUCMD_RS00690,mak,154420,155788,1368,456,+,65.72,maltokinase,WP_003899824.1
ACUCMD_RS00695,,155855,156635,780,260,+,61.54,YoaK family protein,WP_003899825.1
ACUCMD_RS00700,ag85C,156766,157789,1023,341,-,65.0,diacylglycerol acyltransferase/mycolyltransferase Ag85C,WP_003400908.1
ACUCMD_RS00705,htdZ,158035,158491,456,152,+,66.01,3-hydroxyacyl-thioester dehydratase HtdZ,WP_003400912.1
ACUCMD_RS00710,,158503,159847,1344,448,-,64.88,acyl-CoA dehydrogenase family protein,WP_003400917.1
ACUCMD_RS00715,,159888,160971,1083,361,-,67.87,F420-dependent hydroxymycolic acid dehydrogenase,WP_003899826.1
ACUCMD_RS00720,,161057,161663,606,202,+,68.48,GNAT family N-acetyltransferase,WP_003400924.1
ACUCMD_RS00725,ephF,161959,162861,902,300,+,66.74,alpha/beta fold hydrolase,
ACUCMD_RS00730,,162831,163437,606,202,-,65.02,TetR/AcrR family transcriptional regulator,WP_003400935.1
ACUCMD_RS00735,,163553,164879,1326,442,+,65.54,cytochrome P450,WP_003906289.1
ACUCMD_RS00740,msrA,164899,165448,549,183,-,63.93,peptide-methionine (S)-S-oxide reductase MsrA,WP_003400942.1
ACUCMD_RS00745,,165510,166014,504,168,+,63.69,nuclear transport factor 2 family protein,WP_003400945.1
ACUCMD_RS00750,,166014,167037,1023,341,+,67.55,NAD-dependent epimerase/dehydratase family protein,WP_003400947.1
ACUCMD_RS00755,,167097,167478,381,127,+,60.37,DUF427 domain-containing protein,WP_003400949.1
ACUCMD_RS00760,,167458,167869,411,137,-,60.58,nuclear transport factor 2 family protein,WP_003400951.1
ACUCMD_RS00765,,167898,168825,927,309,+,72.49,DNA-3-methyladenine glycosylase family protein,WP_003400956.1
ACUCMD_RS00770,,168891,170370,1479,493,-,67.14,chloride channel protein,WP_003899828.1
ACUCMD_RS00775,,170678,171314,636,212,+,62.74,TetR/AcrR family transcriptional regulator,WP_003911117.1
ACUCMD_RS00780,,171402,172356,954,318,+,66.88,class I SAM-dependent methyltransferase,WP_003899829.1
ACUCMD_RS00785,,172398,173331,933,311,+,66.88,class I SAM-dependent methyltransferase,WP_003900814.1
ACUCMD_RS00790,,173470,174946,1476,492,+,64.09,aldehyde dehydrogenase family protein,WP_003913557.1
ACUCMD_RS00795,,175020,175881,861,287,+,64.23,SDR family oxidoreductase,WP_003400979.1
ACUCMD_RS00800,,175887,176856,969,323,+,64.29,NADPH:quinone oxidoreductase family protein,WP_003400985.1
ACUCMD_RS00805,,176852,177140,288,96,-,64.58,hypothetical protein,WP_003400989.1
ACUCMD_RS00810,,177575,177701,126,42,+,65.08,hypothetical protein,WP_003400993.1
ACUCMD_RS00815,,177730,179383,1653,551,-,61.77,PE family protein,WP_023637327.1
ACUCMD_RS00820,,179562,181217,1655,551,-,64.29,PE family protein,
ACUCMD_RS00825,ptbB,181342,182173,831,277,-,67.51,tyrosine-protein phosphatase PtbB,WP_003401010.1
ACUCMD_RS00830,,182174,183386,1212,404,-,67.08,acyl-CoA dehydrogenase,WP_003401015.1
ACUCMD_RS00835,,183502,183749,247,82,+,61.13,DUF1348 family protein,
ACUCMD_RS00840,pntAa,183809,184910,1101,367,+,68.03,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,WP_003401026.1
ACUCMD_RS00845,pntAb,184910,185243,333,111,+,60.06,NAD(P) transhydrogenase subunit alpha part 2,WP_003401030.1
ACUCMD_RS00850,pntB,185239,186667,1428,476,+,64.43,NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta,WP_003899835.1
ACUCMD_RS00855,,186682,186811,129,43,-,62.79,hypothetical protein,WP_003910049.1
ACUCMD_RS00860,,186972,187617,645,215,+,64.5,TetR/AcrR family transcriptional regulator,WP_003401044.1
ACUCMD_RS00865,,187620,189027,1407,469,-,62.69,PE family protein,WP_003401047.1
ACUCMD_RS00870,,189118,190627,1509,503,-,63.55,PE family protein,WP_003900817.1
ACUCMD_RS00875,,190794,192144,1350,450,+,67.78,FAD-binding oxidoreductase,WP_003401056.1
ACUCMD_RS00880,,192171,193290,1119,373,-,67.92,alcohol dehydrogenase catalytic domain-containing protein,WP_003901814.1
ACUCMD_RS00885,,193304,193760,456,152,+,62.72,acyl-CoA thioesterase,WP_003401060.1
ACUCMD_RS00890,,193858,194299,441,147,+,61.0,SRPBCC family protein,WP_003917895.1
ACUCMD_RS00895,,194312,195005,693,231,-,66.09,GntR family transcriptional regulator,WP_003401065.1
ACUCMD_RS00900,fadD5,195182,196847,1665,555,+,62.76,fatty-acid--CoA ligase FadD5,WP_003899837.1
ACUCMD_RS00905,,197050,197848,798,266,+,63.41,MlaE family ABC transporter permease,WP_003401074.1
ACUCMD_RS00910,,197849,198719,870,290,+,64.25,MlaE family ABC transporter permease,WP_003401077.1
ACUCMD_RS00915,,198723,200088,1365,455,+,62.49,MCE family protein,WP_003401078.1
ACUCMD_RS00920,,200084,201125,1041,347,+,60.04,virulence factor Mce family protein,WP_031710539.1
ACUCMD_RS00925,,201121,202669,1548,516,+,66.54,virulence factor Mce family protein,WP_031687476.1
ACUCMD_RS00930,,202665,204258,1593,531,+,62.15,virulence factor Mce family protein,WP_003911067.1
ACUCMD_RS00935,lprK,204254,205427,1173,391,+,63.09,virulence factor Mce family protein,WP_003899841.1
ACUCMD_RS00940,,205420,206968,1548,516,+,62.08,virulence factor Mce family protein,WP_003401091.1
ACUCMD_RS00945,,207003,207645,642,214,+,64.49,membrane protein,WP_003401093.1
ACUCMD_RS00950,,207641,208610,969,323,+,65.22,RDD family protein,WP_003899843.1
ACUCMD_RS00955,,208606,209161,555,185,+,59.82,mce1 operon protein,WP_003401099.1
ACUCMD_RS00960,,209127,209862,735,245,+,63.81,Mce associated membrane protein,WP_003899844.1
ACUCMD_RS00965,lprO,209892,211002,1110,370,-,64.23,phosphodiester glycosidase family protein,WP_003899845.1
ACUCMD_RS00970,,211081,212440,1359,453,-,63.94,YhgE/Pip domain-containing protein,WP_003899846.1
ACUCMD_RS00975,,212466,213201,735,245,-,63.13,pirin family protein,WP_003401107.1
ACUCMD_RS00980,sigG,213217,214330,1113,371,-,65.59,sigma-70 family RNA polymerase sigma factor SigG,WP_003902615.1
ACUCMD_RS00985,,214277,215117,840,280,+,66.55,monoacylglycerol lipase,WP_003401112.1
ACUCMD_RS00990,,215158,215908,750,250,+,69.6,DUF2786 domain-containing protein,WP_003401116.1
ACUCMD_RS00995,,215904,216414,510,170,+,66.67,TIGR04338 family metallohydrolase,WP_003911068.1
ACUCMD_RS01000,bglS,216458,218534,2076,692,+,65.94,beta-glucosidase,WP_003401122.1
ACUCMD_RS01005,mymT,218579,218741,162,54,-,62.96,copper-binding metallothionein MymT,WP_010886068.1
ACUCMD_RS01010,,218894,219557,663,221,+,67.12,O-methyltransferase,WP_003401129.1
ACUCMD_RS01015,,219675,220107,432,144,+,62.27,SPW repeat protein,WP_003401141.1
ACUCMD_RS01020,ilvD,220185,221913,1728,576,-,65.74,dihydroxy-acid dehydratase,WP_003900824.1
ACUCMD_RS01025,ricR,222060,222351,291,97,+,64.26,copper-sensing transcriptional repressor RicR,WP_003401147.1
ACUCMD_RS01030,,222478,223720,1242,414,+,67.79,Rv0191 family MFS efflux transporter,WP_003902617.1
ACUCMD_RS01035,ldtMt4,223753,224854,1101,367,+,66.39,"L,D-transpeptidase LdtMt4",WP_003899849.1
ACUCMD_RS01040,,224913,226761,1848,616,-,61.63,hypothetical protein,WP_003899850.1
ACUCMD_RS01045,,227067,230652,3585,1195,+,66.81,ABC transporter ATP-binding protein,WP_003902618.1
ACUCMD_RS01050,,231089,231725,636,212,+,63.21,response regulator transcription factor,WP_003901824.1
ACUCMD_RS01055,,231837,232422,585,195,+,67.86,TetR/AcrR family transcriptional regulator,WP_003401168.1
ACUCMD_RS01060,,232421,234668,2247,749,+,66.44,molybdopterin oxidoreductase family protein,WP_003913548.1
ACUCMD_RS01065,zmp1,234708,236700,1992,664,-,63.65,zinc metalloprotease Zmp1,WP_003401172.1
ACUCMD_RS01070,,236742,237402,660,220,+,64.24,hypothetical protein,WP_003401181.1
ACUCMD_RS01075,,237398,238088,690,230,+,67.1,hypothetical protein,WP_003401184.1
ACUCMD_RS01080,,238084,238588,504,168,-,67.26,hypothetical protein,WP_003401187.1
ACUCMD_RS01085,mmpL11,238584,241485,2901,967,-,65.91,RND transporter MmpL11,WP_003401190.1
ACUCMD_RS01090,,241706,242117,411,137,+,67.15,hemophore,WP_003401194.1
ACUCMD_RS01095,,242168,243407,1239,413,-,67.39,lysylphosphatidylglycerol synthase transmembrane domain-containing protein,WP_003901825.1
ACUCMD_RS01100,,243576,244680,1104,368,+,65.13,AI-2E family transporter,WP_003899854.1
ACUCMD_RS01105,mmpL3,244676,247511,2835,945,-,65.29,trehalose monomycolate RND transporter MmpL3,WP_003899855.1
ACUCMD_RS01110,,247576,248305,729,243,-,64.61,NYN domain-containing protein,WP_003401202.1
ACUCMD_RS01115,trmB,248307,249099,792,264,-,64.77,tRNA (guanosine(46)-N7)-methyltransferase TrmB,WP_003401204.1
ACUCMD_RS01120,,249230,250316,1086,362,+,70.35,hypothetical protein,WP_031710541.1
ACUCMD_RS01125,,250312,251791,1479,493,+,69.37,hypothetical protein,WP_003401208.1
ACUCMD_RS01130,pckA,251974,253795,1821,607,+,64.09,phosphoenolpyruvate carboxykinase (GTP),WP_003401212.1
ACUCMD_RS01135,nadR,253861,254833,972,324,-,65.64,nicotinamide-nucleotide adenylyltransferase,WP_031710543.1
ACUCMD_RS01140,,254829,256263,1434,478,-,61.58,B12-binding domain-containing radical SAM protein,WP_003911129.1
ACUCMD_RS01145,fadD4,256352,257870,1518,506,+,63.31,fatty-acid--CoA ligase FadD4,WP_003911098.1
ACUCMD_RS01150,,257911,259019,1108,369,-,64.98,acyl-CoA dehydrogenase family protein,
ACUCMD_RS01155,,259105,260119,1014,338,+,66.07,MaoC family dehydratase,WP_003401224.1
ACUCMD_RS01160,lipW,260115,261024,909,303,-,67.22,alpha/beta hydrolase,WP_003900831.1
ACUCMD_RS01165,,261116,262445,1329,443,+,67.19,molybdopterin-dependent oxidoreductase,WP_003901829.1
ACUCMD_RS01170,,262446,262995,549,183,+,66.48,hypothetical protein,WP_003401230.1
ACUCMD_RS01175,lipC,263004,264216,1212,404,+,65.68,esterase LipC,WP_003899863.1
ACUCMD_RS01180,,264259,265669,1410,470,+,62.62,WS/DGAT/MGAT family O-acyltransferase,WP_003901830.1
ACUCMD_RS01185,,265699,266488,789,263,+,65.27,crotonase/enoyl-CoA hydratase family protein,WP_003899864.1
ACUCMD_RS01190,,266493,267957,1464,488,-,64.07,aldehyde dehydrogenase,WP_003902624.1
ACUCMD_RS01195,,268055,268820,765,255,-,66.93,class I SAM-dependent methyltransferase,WP_003401240.1
ACUCMD_RS01200,,268855,270010,1155,385,+,66.32,glycosyltransferase family 4 protein,WP_003401246.1
ACUCMD_RS01205,,270026,271757,1731,577,-,69.48,hypothetical protein,WP_460758231.1
ACUCMD_RS01210,,271766,273047,1281,427,-,65.34,PorA family protein,WP_031710544.1
ACUCMD_RS01215,,273048,273148,100,33,-,75.0,hypothetical protein,
ACUCMD_RS01220,,273247,274471,1224,408,+,69.2,acyltransferase family protein,WP_003401260.1
ACUCMD_RS01225,,274498,274912,414,138,-,63.53,PIN domain nuclease,WP_003911071.1
ACUCMD_RS01230,,274902,275097,195,65,-,63.08,hypothetical protein,WP_003911072.1
ACUCMD_RS01235,php,275175,276156,981,327,-,65.95,phosphotriesterase family protein,WP_129618038.1
ACUCMD_RS01240,,276250,277957,1707,569,+,63.56,acyl-CoA dehydrogenase family protein,WP_003401265.1
ACUCMD_RS01245,,278091,278781,690,230,+,67.25,TetR/AcrR family transcriptional regulator,WP_003401268.1
ACUCMD_RS01250,nrdB,278777,279722,945,315,+,64.87,R2-like ligand-binding oxidase,WP_003401270.1
ACUCMD_RS01255,,279797,281171,1374,458,-,67.18,NADP-dependent succinic semialdehyde dehydrogenase,WP_003912534.1
ACUCMD_RS01260,,281358,282807,1449,483,-,62.73,lipase maturation factor family protein,WP_003401279.1
ACUCMD_RS01265,aftD,282841,287044,4203,1401,-,71.47,DUF3367 domain-containing protein,WP_003911073.1
ACUCMD_RS01270,,287090,287264,174,58,-,64.94,DUF2613 domain-containing protein,WP_003401289.1
ACUCMD_RS01275,lpqI,287378,288545,1167,389,+,68.55,beta-N-acetylhexosaminidase,WP_003401295.1
ACUCMD_RS01280,,288620,289235,615,205,+,63.74,TetR/AcrR family transcriptional regulator,WP_003401297.1
ACUCMD_RS01285,,289296,289530,234,78,+,65.38,antitoxin,WP_003401300.1
ACUCMD_RS01290,,289537,289975,438,146,+,62.79,type II toxin-antitoxin system VapC family toxin,WP_003900837.1
ACUCMD_RS01295,htdX,290004,290847,843,281,-,66.31,3-hydroxyacyl-thioester dehydratase HtdX,WP_003401305.1
ACUCMD_RS01300,,290857,292222,1365,455,-,67.99,3-oxoacyl-ACP reductase,WP_003899869.1
