gen1_locus,gen1_nombre,gen1_fin,gen1_hebra,gen2_locus,gen2_nombre,gen2_inicio,gen2_hebra,distancia_pb,tipo,misma_hebra
ACUCMD_RS00485,hycE,97085,+,ACUCMD_RS00490,,97314,+,229,Normal (200-500 pb),True
ACUCMD_RS00490,,97794,+,ACUCMD_RS00495,,97938,+,144,Moderado (100-200 pb),True
ACUCMD_RS00495,,98544,+,ACUCMD_RS00500,,98672,+,128,Moderado (100-200 pb),True
ACUCMD_RS00500,,99434,+,ACUCMD_RS00505,mtn,99867,+,433,Normal (200-500 pb),True
ACUCMD_RS00505,mtn,100635,+,ACUCMD_RS00510,ctpA,100766,+,131,Moderado (100-200 pb),True
ACUCMD_RS00510,ctpA,103052,+,ACUCMD_RS00515,,102998,-,-54,Solapado,False
ACUCMD_RS00515,,103709,-,ACUCMD_RS00520,,103893,-,184,Moderado (100-200 pb),True
ACUCMD_RS00520,,105288,-,ACUCMD_RS00525,,105510,+,222,Normal (200-500 pb),False
ACUCMD_RS00525,,106902,+,ACUCMD_RS00530,scoE,106920,+,18,Muy cercano (< 50 pb),True
ACUCMD_RS00530,scoE,107790,+,ACUCMD_RS00535,fcoT,107786,+,-4,Solapado,True
ACUCMD_RS00535,fcoT,108338,+,ACUCMD_RS00540,fadD10,108366,+,28,Muy cercano (< 50 pb),True
ACUCMD_RS00540,fadD10,109965,+,ACUCMD_RS00545,,109969,+,4,Muy cercano (< 50 pb),True
ACUCMD_RS00545,,110206,+,ACUCMD_RS00550,nrp,110187,+,-19,Solapado,True
ACUCMD_RS00550,nrp,117726,+,ACUCMD_RS00555,,117900,+,174,Moderado (100-200 pb),True
ACUCMD_RS00555,,119886,+,ACUCMD_RS00560,ctpB,120101,-,215,Normal (200-500 pb),False
ACUCMD_RS00560,ctpB,122360,-,ACUCMD_RS00565,,122503,+,143,Moderado (100-200 pb),False
ACUCMD_RS00565,,124018,+,ACUCMD_RS00570,,124051,-,33,Muy cercano (< 50 pb),False
ACUCMD_RS00570,,124157,-,ACUCMD_RS00575,rpmB,124166,-,9,Muy cercano (< 50 pb),True
ACUCMD_RS00575,rpmB,124451,-,ACUCMD_RS00580,mrf,124560,+,109,Moderado (100-200 pb),False
ACUCMD_RS00580,mrf,125757,+,ACUCMD_RS00585,ctpI,125851,-,94,Cercano (50-100 pb),False
ACUCMD_RS00585,ctpI,130729,-,ACUCMD_RS00590,,131082,-,353,Normal (200-500 pb),True
ACUCMD_RS00590,,131316,-,ACUCMD_RS00595,,131570,+,254,Normal (200-500 pb),False
ACUCMD_RS00595,,133061,+,ACUCMD_RS00600,,133103,+,42,Muy cercano (< 50 pb),True
ACUCMD_RS00600,,133958,+,ACUCMD_RS00605,,134138,+,180,Moderado (100-200 pb),True
ACUCMD_RS00605,,136196,+,ACUCMD_RS00610,gca,136477,+,281,Normal (200-500 pb),True
ACUCMD_RS00610,gca,137434,+,ACUCMD_RS00615,gmhA,137507,+,73,Cercano (50-100 pb),True
ACUCMD_RS00615,gmhA,138098,+,ACUCMD_RS00620,gmhB,138129,+,31,Muy cercano (< 50 pb),True
ACUCMD_RS00620,gmhB,138702,+,ACUCMD_RS00625,hddA,138701,+,-1,Solapado,True
ACUCMD_RS00625,hddA,139862,+,ACUCMD_RS00630,,140144,+,282,Normal (200-500 pb),True
ACUCMD_RS00630,,140333,+,ACUCMD_RS00635,ldtMt1,140455,-,122,Moderado (100-200 pb),False
ACUCMD_RS00635,ldtMt1,141211,-,ACUCMD_RS00640,oxyS,141388,+,177,Moderado (100-200 pb),False
ACUCMD_RS00640,oxyS,142333,+,ACUCMD_RS00645,oxc,142316,-,-17,Solapado,False
ACUCMD_RS00645,oxc,144065,-,ACUCMD_RS00650,,144237,+,172,Moderado (100-200 pb),False
ACUCMD_RS00650,,145815,+,ACUCMD_RS00655,,145815,-,0,Adyacente,False
ACUCMD_RS00655,,147960,-,ACUCMD_RS00660,,148096,-,136,Moderado (100-200 pb),True
ACUCMD_RS00660,,148531,-,ACUCMD_RS00665,,148679,+,148,Moderado (100-200 pb),False
ACUCMD_RS00665,,149048,+,ACUCMD_RS00670,,149044,+,-4,Solapado,True
ACUCMD_RS00670,,149413,+,ACUCMD_RS00675,,149721,+,308,Normal (200-500 pb),True
ACUCMD_RS00675,,151185,+,ACUCMD_RS00680,pepA,151336,+,151,Moderado (100-200 pb),True
ACUCMD_RS00680,pepA,152404,+,ACUCMD_RS00685,treS,152512,+,108,Moderado (100-200 pb),True
ACUCMD_RS00685,treS,154318,+,ACUCMD_RS00690,mak,154420,+,102,Moderado (100-200 pb),True
ACUCMD_RS00690,mak,155788,+,ACUCMD_RS00695,,155855,+,67,Cercano (50-100 pb),True
ACUCMD_RS00695,,156635,+,ACUCMD_RS00700,ag85C,156766,-,131,Moderado (100-200 pb),False
ACUCMD_RS00700,ag85C,157789,-,ACUCMD_RS00705,htdZ,158035,+,246,Normal (200-500 pb),False
ACUCMD_RS00705,htdZ,158491,+,ACUCMD_RS00710,,158503,-,12,Muy cercano (< 50 pb),False
ACUCMD_RS00710,,159847,-,ACUCMD_RS00715,,159888,-,41,Muy cercano (< 50 pb),True
ACUCMD_RS00715,,160971,-,ACUCMD_RS00720,,161057,+,86,Cercano (50-100 pb),False
ACUCMD_RS00720,,161663,+,ACUCMD_RS00725,ephF,161959,+,296,Normal (200-500 pb),True
ACUCMD_RS00725,ephF,162861,+,ACUCMD_RS00730,,162831,-,-30,Solapado,False
ACUCMD_RS00730,,163437,-,ACUCMD_RS00735,,163553,+,116,Moderado (100-200 pb),False
ACUCMD_RS00735,,164879,+,ACUCMD_RS00740,msrA,164899,-,20,Muy cercano (< 50 pb),False
ACUCMD_RS00740,msrA,165448,-,ACUCMD_RS00745,,165510,+,62,Cercano (50-100 pb),False
ACUCMD_RS00745,,166014,+,ACUCMD_RS00750,,166014,+,0,Adyacente,True
ACUCMD_RS00750,,167037,+,ACUCMD_RS00755,,167097,+,60,Cercano (50-100 pb),True
ACUCMD_RS00755,,167478,+,ACUCMD_RS00760,,167458,-,-20,Solapado,False
ACUCMD_RS00760,,167869,-,ACUCMD_RS00765,,167898,+,29,Muy cercano (< 50 pb),False
ACUCMD_RS00765,,168825,+,ACUCMD_RS00770,,168891,-,66,Cercano (50-100 pb),False
ACUCMD_RS00770,,170370,-,ACUCMD_RS00775,,170678,+,308,Normal (200-500 pb),False
ACUCMD_RS00775,,171314,+,ACUCMD_RS00780,,171402,+,88,Cercano (50-100 pb),True
ACUCMD_RS00780,,172356,+,ACUCMD_RS00785,,172398,+,42,Muy cercano (< 50 pb),True
ACUCMD_RS00785,,173331,+,ACUCMD_RS00790,,173470,+,139,Moderado (100-200 pb),True
ACUCMD_RS00790,,174946,+,ACUCMD_RS00795,,175020,+,74,Cercano (50-100 pb),True
ACUCMD_RS00795,,175881,+,ACUCMD_RS00800,,175887,+,6,Muy cercano (< 50 pb),True
ACUCMD_RS00800,,176856,+,ACUCMD_RS00805,,176852,-,-4,Solapado,False
ACUCMD_RS00805,,177140,-,ACUCMD_RS00810,,177575,+,435,Normal (200-500 pb),False
ACUCMD_RS00810,,177701,+,ACUCMD_RS00815,,177730,-,29,Muy cercano (< 50 pb),False
ACUCMD_RS00815,,179383,-,ACUCMD_RS00820,,179562,-,179,Moderado (100-200 pb),True
ACUCMD_RS00820,,181217,-,ACUCMD_RS00825,ptbB,181342,-,125,Moderado (100-200 pb),True
ACUCMD_RS00825,ptbB,182173,-,ACUCMD_RS00830,,182174,-,1,Muy cercano (< 50 pb),True
ACUCMD_RS00830,,183386,-,ACUCMD_RS00835,,183502,+,116,Moderado (100-200 pb),False
ACUCMD_RS00835,,183749,+,ACUCMD_RS00840,pntAa,183809,+,60,Cercano (50-100 pb),True
ACUCMD_RS00840,pntAa,184910,+,ACUCMD_RS00845,pntAb,184910,+,0,Adyacente,True
ACUCMD_RS00845,pntAb,185243,+,ACUCMD_RS00850,pntB,185239,+,-4,Solapado,True
ACUCMD_RS00850,pntB,186667,+,ACUCMD_RS00855,,186682,-,15,Muy cercano (< 50 pb),False
ACUCMD_RS00855,,186811,-,ACUCMD_RS00860,,186972,+,161,Moderado (100-200 pb),False
ACUCMD_RS00860,,187617,+,ACUCMD_RS00865,,187620,-,3,Muy cercano (< 50 pb),False
ACUCMD_RS00865,,189027,-,ACUCMD_RS00870,,189118,-,91,Cercano (50-100 pb),True
ACUCMD_RS00870,,190627,-,ACUCMD_RS00875,,190794,+,167,Moderado (100-200 pb),False
ACUCMD_RS00875,,192144,+,ACUCMD_RS00880,,192171,-,27,Muy cercano (< 50 pb),False
ACUCMD_RS00880,,193290,-,ACUCMD_RS00885,,193304,+,14,Muy cercano (< 50 pb),False
ACUCMD_RS00885,,193760,+,ACUCMD_RS00890,,193858,+,98,Cercano (50-100 pb),True
ACUCMD_RS00890,,194299,+,ACUCMD_RS00895,,194312,-,13,Muy cercano (< 50 pb),False
ACUCMD_RS00895,,195005,-,ACUCMD_RS00900,fadD5,195182,+,177,Moderado (100-200 pb),False
ACUCMD_RS00900,fadD5,196847,+,ACUCMD_RS00905,,197050,+,203,Normal (200-500 pb),True
ACUCMD_RS00905,,197848,+,ACUCMD_RS00910,,197849,+,1,Muy cercano (< 50 pb),True
ACUCMD_RS00910,,198719,+,ACUCMD_RS00915,,198723,+,4,Muy cercano (< 50 pb),True
ACUCMD_RS00915,,200088,+,ACUCMD_RS00920,,200084,+,-4,Solapado,True
ACUCMD_RS00920,,201125,+,ACUCMD_RS00925,,201121,+,-4,Solapado,True
ACUCMD_RS00925,,202669,+,ACUCMD_RS00930,,202665,+,-4,Solapado,True
ACUCMD_RS00930,,204258,+,ACUCMD_RS00935,lprK,204254,+,-4,Solapado,True
ACUCMD_RS00935,lprK,205427,+,ACUCMD_RS00940,,205420,+,-7,Solapado,True
ACUCMD_RS00940,,206968,+,ACUCMD_RS00945,,207003,+,35,Muy cercano (< 50 pb),True
ACUCMD_RS00945,,207645,+,ACUCMD_RS00950,,207641,+,-4,Solapado,True
ACUCMD_RS00950,,208610,+,ACUCMD_RS00955,,208606,+,-4,Solapado,True
ACUCMD_RS00955,,209161,+,ACUCMD_RS00960,,209127,+,-34,Solapado,True
ACUCMD_RS00960,,209862,+,ACUCMD_RS00965,lprO,209892,-,30,Muy cercano (< 50 pb),False
ACUCMD_RS00965,lprO,211002,-,ACUCMD_RS00970,,211081,-,79,Cercano (50-100 pb),True
ACUCMD_RS00970,,212440,-,ACUCMD_RS00975,,212466,-,26,Muy cercano (< 50 pb),True
ACUCMD_RS00975,,213201,-,ACUCMD_RS00980,sigG,213217,-,16,Muy cercano (< 50 pb),True
ACUCMD_RS00980,sigG,214330,-,ACUCMD_RS00985,,214277,+,-53,Solapado,False
ACUCMD_RS00985,,215117,+,ACUCMD_RS00990,,215158,+,41,Muy cercano (< 50 pb),True
ACUCMD_RS00990,,215908,+,ACUCMD_RS00995,,215904,+,-4,Solapado,True
ACUCMD_RS00995,,216414,+,ACUCMD_RS01000,bglS,216458,+,44,Muy cercano (< 50 pb),True
ACUCMD_RS01000,bglS,218534,+,ACUCMD_RS01005,mymT,218579,-,45,Muy cercano (< 50 pb),False
ACUCMD_RS01005,mymT,218741,-,ACUCMD_RS01010,,218894,+,153,Moderado (100-200 pb),False
ACUCMD_RS01010,,219557,+,ACUCMD_RS01015,,219675,+,118,Moderado (100-200 pb),True
ACUCMD_RS01015,,220107,+,ACUCMD_RS01020,ilvD,220185,-,78,Cercano (50-100 pb),False
ACUCMD_RS01020,ilvD,221913,-,ACUCMD_RS01025,ricR,222060,+,147,Moderado (100-200 pb),False
ACUCMD_RS01025,ricR,222351,+,ACUCMD_RS01030,,222478,+,127,Moderado (100-200 pb),True
ACUCMD_RS01030,,223720,+,ACUCMD_RS01035,ldtMt4,223753,+,33,Muy cercano (< 50 pb),True
ACUCMD_RS01035,ldtMt4,224854,+,ACUCMD_RS01040,,224913,-,59,Cercano (50-100 pb),False
ACUCMD_RS01040,,226761,-,ACUCMD_RS01045,,227067,+,306,Normal (200-500 pb),False
ACUCMD_RS01045,,230652,+,ACUCMD_RS01050,,231089,+,437,Normal (200-500 pb),True
ACUCMD_RS01050,,231725,+,ACUCMD_RS01055,,231837,+,112,Moderado (100-200 pb),True
ACUCMD_RS01055,,232422,+,ACUCMD_RS01060,,232421,+,-1,Solapado,True
ACUCMD_RS01060,,234668,+,ACUCMD_RS01065,zmp1,234708,-,40,Muy cercano (< 50 pb),False
ACUCMD_RS01065,zmp1,236700,-,ACUCMD_RS01070,,236742,+,42,Muy cercano (< 50 pb),False
ACUCMD_RS01070,,237402,+,ACUCMD_RS01075,,237398,+,-4,Solapado,True
ACUCMD_RS01075,,238088,+,ACUCMD_RS01080,,238084,-,-4,Solapado,False
ACUCMD_RS01080,,238588,-,ACUCMD_RS01085,mmpL11,238584,-,-4,Solapado,True
ACUCMD_RS01085,mmpL11,241485,-,ACUCMD_RS01090,,241706,+,221,Normal (200-500 pb),False
ACUCMD_RS01090,,242117,+,ACUCMD_RS01095,,242168,-,51,Cercano (50-100 pb),False
ACUCMD_RS01095,,243407,-,ACUCMD_RS01100,,243576,+,169,Moderado (100-200 pb),False
ACUCMD_RS01100,,244680,+,ACUCMD_RS01105,mmpL3,244676,-,-4,Solapado,False
ACUCMD_RS01105,mmpL3,247511,-,ACUCMD_RS01110,,247576,-,65,Cercano (50-100 pb),True
ACUCMD_RS01110,,248305,-,ACUCMD_RS01115,trmB,248307,-,2,Muy cercano (< 50 pb),True
ACUCMD_RS01115,trmB,249099,-,ACUCMD_RS01120,,249230,+,131,Moderado (100-200 pb),False
ACUCMD_RS01120,,250316,+,ACUCMD_RS01125,,250312,+,-4,Solapado,True
ACUCMD_RS01125,,251791,+,ACUCMD_RS01130,pckA,251974,+,183,Moderado (100-200 pb),True
ACUCMD_RS01130,pckA,253795,+,ACUCMD_RS01135,nadR,253861,-,66,Cercano (50-100 pb),False
ACUCMD_RS01135,nadR,254833,-,ACUCMD_RS01140,,254829,-,-4,Solapado,True
ACUCMD_RS01140,,256263,-,ACUCMD_RS01145,fadD4,256352,+,89,Cercano (50-100 pb),False
ACUCMD_RS01145,fadD4,257870,+,ACUCMD_RS01150,,257911,-,41,Muy cercano (< 50 pb),False
ACUCMD_RS01150,,259019,-,ACUCMD_RS01155,,259105,+,86,Cercano (50-100 pb),False
ACUCMD_RS01155,,260119,+,ACUCMD_RS01160,lipW,260115,-,-4,Solapado,False
ACUCMD_RS01160,lipW,261024,-,ACUCMD_RS01165,,261116,+,92,Cercano (50-100 pb),False
ACUCMD_RS01165,,262445,+,ACUCMD_RS01170,,262446,+,1,Muy cercano (< 50 pb),True
ACUCMD_RS01170,,262995,+,ACUCMD_RS01175,lipC,263004,+,9,Muy cercano (< 50 pb),True
ACUCMD_RS01175,lipC,264216,+,ACUCMD_RS01180,,264259,+,43,Muy cercano (< 50 pb),True
ACUCMD_RS01180,,265669,+,ACUCMD_RS01185,,265699,+,30,Muy cercano (< 50 pb),True
ACUCMD_RS01185,,266488,+,ACUCMD_RS01190,,266493,-,5,Muy cercano (< 50 pb),False
ACUCMD_RS01190,,267957,-,ACUCMD_RS01195,,268055,-,98,Cercano (50-100 pb),True
ACUCMD_RS01195,,268820,-,ACUCMD_RS01200,,268855,+,35,Muy cercano (< 50 pb),False
ACUCMD_RS01200,,270010,+,ACUCMD_RS01205,,270026,-,16,Muy cercano (< 50 pb),False
ACUCMD_RS01205,,271757,-,ACUCMD_RS01210,,271766,-,9,Muy cercano (< 50 pb),True
ACUCMD_RS01210,,273047,-,ACUCMD_RS01215,,273048,-,1,Muy cercano (< 50 pb),True
ACUCMD_RS01215,,273148,-,ACUCMD_RS01220,,273247,+,99,Cercano (50-100 pb),False
ACUCMD_RS01220,,274471,+,ACUCMD_RS01225,,274498,-,27,Muy cercano (< 50 pb),False
ACUCMD_RS01225,,274912,-,ACUCMD_RS01230,,274902,-,-10,Solapado,True
ACUCMD_RS01230,,275097,-,ACUCMD_RS01235,php,275175,-,78,Cercano (50-100 pb),True
ACUCMD_RS01235,php,276156,-,ACUCMD_RS01240,,276250,+,94,Cercano (50-100 pb),False
ACUCMD_RS01240,,277957,+,ACUCMD_RS01245,,278091,+,134,Moderado (100-200 pb),True
ACUCMD_RS01245,,278781,+,ACUCMD_RS01250,nrdB,278777,+,-4,Solapado,True
ACUCMD_RS01250,nrdB,279722,+,ACUCMD_RS01255,,279797,-,75,Cercano (50-100 pb),False
ACUCMD_RS01255,,281171,-,ACUCMD_RS01260,,281358,-,187,Moderado (100-200 pb),True
ACUCMD_RS01260,,282807,-,ACUCMD_RS01265,aftD,282841,-,34,Muy cercano (< 50 pb),True
ACUCMD_RS01265,aftD,287044,-,ACUCMD_RS01270,,287090,-,46,Muy cercano (< 50 pb),True
ACUCMD_RS01270,,287264,-,ACUCMD_RS01275,lpqI,287378,+,114,Moderado (100-200 pb),False
ACUCMD_RS01275,lpqI,288545,+,ACUCMD_RS01280,,288620,+,75,Cercano (50-100 pb),True
ACUCMD_RS01280,,289235,+,ACUCMD_RS01285,,289296,+,61,Cercano (50-100 pb),True
ACUCMD_RS01285,,289530,+,ACUCMD_RS01290,,289537,+,7,Muy cercano (< 50 pb),True
ACUCMD_RS01290,,289975,+,ACUCMD_RS01295,htdX,290004,-,29,Muy cercano (< 50 pb),False
ACUCMD_RS01295,htdX,290847,-,ACUCMD_RS01300,,290857,-,10,Muy cercano (< 50 pb),True
ACUCMD_RS01300,,292222,-,ACUCMD_RS01305,,292363,+,141,Moderado (100-200 pb),False
ACUCMD_RS01305,,293686,+,ACUCMD_RS01310,,293991,-,305,Normal (200-500 pb),False
