locus_tag,nombre_gen,inicio,fin,longitud_pb,num_aminoacidos,hebra,contenido_gc,producto,proteina_id
STM0073,caiA,85508,86651,1143,381,-,52.58,"putative acyl-CoA dehydrogenase, carnitine metabolism",NP_459078.1
STM0074,caiT,86685,88203,1518,506,-,54.08,putative BCCT family betaine/carnitine/choline transport protein,NP_459079.1
STM0075,fixA,88683,89454,771,257,+,52.01,"putative flavoprotein reductase, carnitine metabolism",NP_459080.1
STM0076,fixB,89469,90411,942,314,+,58.92,"putative electron transfer flavoprotein, carnitine metabolism",NP_459081.1
STM0077,fixC,90460,91747,1287,429,+,55.48,related to carnitine metabolism protein,NP_459082.1
STM0078,fixX,91743,92031,288,96,+,54.51,putative ferredoxin,NP_459083.1
STM0079,yaaU,92177,93518,1341,447,+,54.14,putative MFS family transport protein,NP_459084.1
STM0080,,93606,93837,231,77,+,48.48,putative outer membrane lipoprotein,NP_459085.1
STM0081,,94130,94547,417,139,+,47.0,putative secreted protein,NP_459086.1
STM0082,,94770,95061,291,97,-,46.39,putative secreted protein,NP_459087.1
STM0083,,95270,95465,195,65,+,38.97,putative inner membrane protein,NP_446547.1
STM0084,,95958,97848,1890,630,+,46.19,putative sulfatase,NP_459089.1
STM0085,yabF,98254,98785,531,177,+,53.67,putative NAD(P)H oxidoreductase,NP_459090.1
STM0086,kefC,98777,100640,1863,621,+,58.19,"CPA2 family K+ efflux antiporter, glutathione-regulated",NP_459091.1
STM0087,folA,100838,101318,480,160,+,53.75,dihydrofolate reductase type I,NP_459092.1
STM0088,apaH,101423,102272,849,283,-,56.3,diadenosine tetraphosphatase,NP_459093.1
STM0089,apaG,102282,102660,378,126,-,55.03,putative cytoplasmic protein,NP_459094.1
STM0090,ksgA,102662,103484,822,274,-,52.43,"S-adenosylmethionine-6-N',N'-adenosyl (rRNA) dimethyltransferase; kasugamycin resistance",NP_459095.1
STM0091,pdxA,103480,104470,990,330,-,58.69,NAD-dependent dehydrogenase/carboxylase,NP_459096.1
STM0092,surA,104469,105756,1287,429,-,54.39,peptidyl-prolyl cis-trans isomerase,NP_459097.1
STM0093,imp,105809,108170,2361,787,-,52.77,organic solvent tolerance protein,NP_459098.1
STM0094,djlA,108423,109236,813,271,+,54.12,DnaJ like chaperone protein,NP_459099.1
STM0095,rluA,109330,109990,660,220,-,57.12,23S rRNA pseudouridylate 746 synthase,NP_459100.1
STM0096,hepA,110001,112908,2907,969,-,57.0,RNA polymerase associated protein,NP_459101.1
STM0097,polB,113081,115433,2352,784,-,56.51,DNA polymerase II,NP_459102.1
STM0098,,115476,116097,621,207,-,49.44,putative secreted protein,NP_459103.1
STM0099,,116298,116601,303,101,+,37.62,putative inner membrane protein,NP_446563.1
STM0100,,116815,117235,420,140,+,42.62,putative cytoplasmic protein,NP_459105.1
STM0101,araD,117240,117936,696,232,-,55.03,L-ribulose-5-phosphate 4-epimerase,NP_459106.1
STM0102,araA,118076,119579,1503,501,-,55.82,L-arabinose isomerase,NP_459107.1
STM0103,araB,119589,121299,1710,570,-,60.88,L-ribulokinase,NP_459108.1
STM0104,araC,121639,122485,846,282,+,53.9,transcriptional regulator (AraC/XylS family) for ara operon,NP_459109.1
STM0105,yabI,122603,123371,768,256,+,57.42,putative DedA family membrane protein,NP_459110.1
STM0106,yabJ,123409,124117,708,236,-,58.05,putative ABC-transport protein,NP_459111.1
STM0107,yabK,124100,125711,1611,537,-,59.65,putative binding-protein-dependent transport system inner membrane component,NP_459112.1
STM0108,tbpA,125686,126670,984,328,-,54.98,thiamine-binding periplasmic protein,NP_459113.1
STM0109,yabN,126847,128506,1659,553,-,56.66,putative periplasmic binding protein of transport system,NP_459114.1
STM0110,leuD,129056,129662,606,202,-,52.97,"3-isopropylmalate isomerase (dehydratase), subunit with LeuC",NP_459115.1
STM0111,leuC,129672,131073,1401,467,-,58.96,"3-isopropylmalate isomerase (dehydratase), subunit with LeuD",NP_459116.1
STM0112,leuB,131075,132167,1092,364,-,55.95,3-isopropylmalate dehydrogenase,NP_459117.1
STM0113,leuA,132166,133738,1572,524,-,54.83,2-isopropylmalate synthase,NP_459118.1
STM0114,leuL,133825,133912,87,29,-,47.13,leu operon leader peptide,NP_459119.1
STM0115,leuO,134568,135513,945,315,+,48.04,putative LysR family transcriptional regulator,NP_459120.1
STM0116,ilvI,135897,137559,1662,554,+,54.69,"valine sensitive acetolactate synthase III, large subunit",NP_459121.1
STM0117,ilvH,137561,138053,492,164,+,53.86,"acetolactate synthase III, small subunit",NP_459122.1
STM0118,fruR,138336,139341,1005,335,+,56.42,transcriptional repressor of fru operon and others,NP_459123.1
STM0119,yabB,139946,140405,459,153,+,51.85,putative cytoplasmic protein,NP_459124.1
STM0120,yabC,140406,141348,942,314,+,56.26,putative S-adenosyl methionine adenyltransferase,NP_459125.1
STM0121,ftsL,141344,141710,366,122,+,51.91,cell division protein,NP_459126.1
STM0122,ftsI,141725,143492,1767,589,+,54.84,division specific transpeptidase,NP_459127.1
STM0123,murE,143478,144966,1488,496,+,58.74,"UDP-N-acetylmuramoylalanyl-D-glutamate 2,6-diaminopimelate ligase",NP_459128.1
STM0124,murF,144962,146321,1359,453,+,56.36,D-alanine:D-alanine-adding enzyme,NP_459129.1
STM0125,mraY,146314,147397,1083,361,+,53.92,phospho-N-acetylmuramoyl-pentapeptide transferase,NP_459130.1
STM0126,murD,147399,148716,1317,439,+,58.16,UDP-N-acetylmuramoylalanine-D-glutamate ligase,NP_459131.1
STM0127,ftsW,148715,149960,1245,415,+,54.54,essential cell division gene,NP_459132.1
STM0128,murG,149956,151024,1068,356,+,60.86,UDP-N-acetylglucosamine:N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,NP_459133.1
STM0129,murC,151142,152618,1476,492,+,56.44,L-alanine adding enzyme,NP_459134.1
STM0130,ddlB,152610,153531,921,307,+,54.18,D-alanine-D-alanine ligase B,NP_459135.1
STM0131,ftsQ,153532,154363,831,277,+,52.59,cell division protein,NP_459136.1
STM0132,ftsA,154359,155622,1263,421,+,53.6,ATP-binding cell division protein,NP_459137.1
STM0133,ftsZ,155682,156834,1152,384,+,56.77,tubulin-like GTP-binding protein and GTPase,NP_459138.1
STM0134,lpxC,156934,157852,918,306,+,50.44,UDP-3-O-acyl N-acetylglucosamine deacetylase,NP_459139.1
STM0135,yacA,158198,158627,429,143,+,58.04,putative inner membrane protein,NP_459140.3
STM0136,secA,158688,161394,2706,902,+,53.88,preprotein translocase; secretion protein of IISP family,NP_459141.1
STM0137,mutT,161545,161941,396,132,+,52.27,"7,8-dihydro-8-oxoguanine-triphosphatase",NP_459142.1
STM0138,yacG,162262,162454,192,64,-,54.69,putative cytoplasmic protein,NP_459143.1
STM0139,yacF,162463,163207,744,248,-,52.96,putative cytoplasmic protein,NP_459144.1
STM0140,yacE,163206,163827,621,207,-,54.91,putative nucleotide kinase,NP_459145.1
STM0141,guaC,164052,165096,1044,348,+,53.16,GMP reductase,NP_459146.1
STM0142,hofC,165126,166329,1203,401,-,54.45,putative component in type IV pilin biogenesis,NP_459147.1
STM0143,hofB,166318,167704,1386,462,-,55.48,putative integral membrane protein,NP_459148.1
STM0144,ppdD,167713,168151,438,146,-,53.65,prelipin peptidase dependent protein,NP_459149.1
STM0145,nadC,168372,169266,894,298,-,57.94,quinolinate phosphoribosyltransferase,NP_459150.1
STM0146,ampD,169353,169917,564,188,+,55.14,N-acetyl-anhydromuramyl-L-alanine amidase,NP_459151.1
STM0147,ampE,169913,170768,855,285,+,55.67,putative transmembrane protein,NP_459152.1
STM0148,,170859,171810,951,317,-,53.42,putative cytoplasmic protein,NP_459153.1
STM0149,,171809,173216,1407,469,-,50.96,putative permease of the Na+:galactoside symporter family,NP_459154.1
STM0150,aroP,173379,174753,1374,458,-,55.6,APC family aromatic amino acid transporter,NP_459155.1
STM0151,pdhR,175315,176080,765,255,+,56.47,transcriptional repressor for pyruvate dehydrogenase complex (GntR family),NP_459156.1
STM0152,aceE,176239,178903,2664,888,+,54.32,"pyruvate dehydrogenase, decarboxylase component",NP_459157.1
STM0153,aceF,178917,180807,1890,630,+,55.56,pyruvate dehydrogenase,NP_459158.2
STM0154,lpdA,181006,182431,1425,475,+,54.18,lipoamide dehydrogenase (NADH),NP_459159.1
STM0155,,182719,183004,285,95,+,55.79,putative outer membrane protein,NP_459160.1
STM0156,,183041,183833,792,264,-,56.69,putative periplasmic protein,NP_459161.1
STM0157,yacH,183845,185468,1623,541,-,57.36,putative outer membrane protein,NP_459162.2
STM0158,acnB,185856,188454,2598,866,+,57.93,aconitate hydratase 2,NP_459163.1
STM0159,,188514,189357,843,281,-,31.08,putative restriction endonuclease,NP_459164.1
STM0160,yacL,189602,189965,363,121,+,51.79,putative cytoplasmic protein,NP_459165.1
STM0161,kdgT,190199,191153,954,318,+,57.55,2-keto-3-deoxygluconate permease,NP_459166.1
STM0162,,191149,192421,1272,424,+,57.78,putative inner membrane protein,NP_459167.1
STM0163,,192410,193394,984,328,+,55.69,pyridoxine phosphate biosynthetic protein,NP_459168.1
STM0164,,193403,194171,768,256,+,55.08,putative LysR family transcriptional regulator,NP_459169.1
STM0165,speD,194200,194995,795,265,-,49.69,"S-adenosylmethionine decarboxylase, proenzyme",NP_459170.1
STM0166,speE,195015,195876,861,287,-,53.43,putrescine aminopropyltransferase,NP_459171.1
STM0167,yacC,195982,196330,348,116,-,47.13,putative periplasmic protein,NP_459172.1
STM0168,cueO,196531,198142,1611,537,+,56.42,putative multicopper oxidase,NP_459173.1
STM0169,gcd,198219,200610,2391,797,-,57.72,glucose dehydrogenase,NP_459174.1
STM0170,hpt,200815,201352,537,179,+,50.28,hypoxanthine phosphoribosyltransferase,NP_459175.1
STM0171,yadF,201409,202072,663,221,-,50.08,putative carbonic anhydrase,NP_459176.1
STM0172,yadG,202180,203107,927,309,+,49.73,"putative ABC-type multidrug transport system, ATPase component",NP_459177.1
STM0173,yadH,203103,203874,771,257,+,54.09,putative transport protein,NP_459178.1
STM0174,stiH,203990,205070,1080,360,-,52.69,putative fimbriae,NP_459179.1
STM0175,stiC,205078,207625,2547,849,-,55.36,putative fimbrial usher,NP_459180.1
STM0176,stiB,207651,208335,684,228,-,53.07,putative fimbrial chaparone,NP_459181.1
STM0177,stiA,208382,208922,540,180,-,52.41,putative fimbrial subunit,NP_459182.1
STM0178,yadI,209292,209733,441,147,+,51.25,putative PTS enzyme,NP_459183.1
STM0179,yadE,209794,211024,1230,410,+,50.33,putative xylanase/chitin deacetylase,NP_459184.1
STM0180,panD,211030,211411,381,127,-,53.54,aspartate 1-decarboxylase,NP_459185.1
STM0181,panC,211505,212360,855,285,-,54.5,pantothenate synthetase,NP_459186.1
STM0182,panB,212485,213277,792,264,-,57.32,3-methyl-2-oxobutanoate hydroxymethyltransferase,NP_459187.1
STM0183,folK,213397,213877,480,160,-,57.5,"7, 8-dihydro-6-hydroxymethylpterin-pyrophosphokinase, PPPK",NP_459188.1
STM0184,pcnB,213873,215292,1419,473,-,56.17,poly(A) polymerase I,NP_459189.1
STM0185,yadB,215432,216374,942,314,-,57.86,putative glutamyl t-RNA synthetase,NP_459190.3
STM0186,dksA,216397,216853,456,152,-,53.73,dnaK suppressor protein,NP_459191.1
STM0187,sfsA,217029,217734,705,235,-,50.35,regulator for maltose metabolism,NP_459192.1
STM0188,ligT,217750,218281,531,177,-,62.9,2'-5' RNA ligase,NP_459193.1
STM0189,hrpB,218308,220783,2475,825,+,59.31,ATP-dependent helicase,NP_459194.1
STM0190,mrcB,220923,223446,2523,841,+,56.76,peptidoglycan synthetase,NP_459195.1
STM0191,fhuA,223738,225928,2190,730,+,51.05,"outer membrane protein receptor / transporter for ferrichrome, colicin M, and phages T1, T5, and phi80",NP_459196.1
STM0192,fhuC,225976,226774,798,266,+,58.9,hydroxymate-dependent iron transport,NP_459197.1
STM0193,fhuD,226773,227664,891,297,+,59.48,hydroxamate-dependent iron uptake,NP_459198.1
STM0194,fhuB,227660,229718,2058,686,+,61.08,hydroxamate-dependent iron uptake,NP_459199.1
STM0195,stfA,230657,231218,561,187,+,52.05,putative fimbrial subunit,NP_459200.1
STM0196,stfC,231303,233961,2658,886,+,54.97,putative fimbrial outer membrane usher,NP_459201.1
STM0197,stfD,233978,234731,753,251,+,54.18,putative periplasmic fimbrial chaperone,NP_459202.1
STM0198,stfE,234749,235262,513,171,+,55.95,putative minor fimbrial subunit,NP_459203.1
STM0199,stfF,235258,235735,477,159,+,48.43,putative minor fimbrial subunit,NP_459204.1
STM0200,stfG,235734,236265,531,177,+,54.61,putative minor fimbrial subunit,NP_459205.1
STM0201,,236264,237104,840,280,+,49.76,putative outer membrane protein,NP_459206.1
STM0202,hemL,237211,238492,1281,427,-,59.33,aminomutase,NP_459207.1
STM0203,yadQ,238661,240083,1422,474,+,57.17,putative ClC family chlorine transport protein,NP_459208.1
STM0204,yadR,240119,240509,390,130,+,48.97,putative HesB-like domain protein,NP_459209.3
STM0205,yadS,240609,241233,624,208,-,56.57,putative inner membrane protein,NP_459210.1
STM0206,btuF,241269,242070,801,267,-,55.68,putative cobalamin periplasmic binding protein,NP_459211.1
STM0207,pfs,242062,242761,699,233,-,56.94,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,NP_459212.1
STM0208,dgt,242845,244363,1518,506,+,49.08,deoxyguanosine triphosphate triphosphohydrolase,NP_459213.1
STM0209,htrA,244492,245920,1428,476,+,54.9,"periplasmic serine protease Do, heat shock protein",NP_459214.1
STM0210,cdaR,246072,247230,1158,386,+,55.7,putative inner membrane protein,NP_459215.1
STM0211,yaeH,247318,247705,387,129,-,46.77,putative cytoplasmic protein,NP_459216.1
STM0212,,247951,249253,1302,434,+,51.23,putative inner membrane protein,NP_459217.1
STM0213,dapD,249289,250114,825,275,-,53.94,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",NP_459218.1
STM0214,glnD,250143,252816,2673,891,-,56.12,uridylyltransferase,NP_459219.1
STM0215,map,253052,253847,795,265,-,52.45,methionine aminopeptidase,NP_459220.1
STM0216,rpsB,254297,255023,726,242,+,50.96,30S ribosomal subunit protein S2,NP_459221.1
STM0217,tsf,255280,256132,852,284,+,52.58,protein chain elongation factor EF-Ts,NP_459222.1
STM0218,pyrH,256276,257002,726,242,+,53.86,uridylate kinase,NP_459223.1
STM0219,frr,257148,257706,558,186,+,51.08,ribosome releasing factor,NP_459224.1
STM0220,dxr,257846,259043,1197,399,+,55.89,1-deoxy-D-xylulose 5-phosphate reductoisomerase,NP_459225.1
STM0221,uppS,259355,260114,759,253,+,51.25,"undecaprenyl pyrophosphate synthetase (di-trans, poly-cis-decaprenylcistransferase)",NP_459226.1
STM0222,cdsA,260126,260984,858,286,+,52.8,CDP-diglyceride synthase,NP_459227.1
STM0223,yaeL,260995,262348,1353,451,+,53.07,putative membrane-associated Zn-dependent protease,NP_459228.1
STM0224,yaeT,262379,264794,2415,805,+,52.46,putative outer membrane antigen,NP_459229.1
STM0225,hlpA,264916,265402,486,162,+,47.33,"histone-like protein, located in outer membrane",NP_459230.1
STM0226,lpxD,265405,266431,1026,342,+,51.95,UDP-3-O-(3-hydroxymyristoyl)-glucosamine n-acyltransferase,NP_459231.1
STM0227,fabZ,266536,266992,456,152,+,52.41,(3R)-hydroxymyristol acyl carrier protein dehydratase,NP_459232.1
STM0228,lpxA,266995,267784,789,263,+,53.49,UDP-N-acetylglucosamine acetyltransferase,NP_459233.1
STM0229,lpxB,267783,268932,1149,383,+,55.7,tetraacyldisaccharide-1-P,NP_459234.1
STM0230,rnhB,268928,269525,597,199,+,56.28,RNAse HII,NP_459235.1
STM0231,dnaE,269548,273031,3483,1161,+,55.9,"DNA polymerase III, alpha subunit",NP_459236.1
STM0232,accA,273043,274003,960,320,+,54.79,"acetylCoA carboxylase, carboxytransferase component, alpha subunit",NP_459237.1
STM0233,,274183,275947,1764,588,+,55.61,putative endochitinase,NP_459238.1
STM0234,ldcC,276022,278164,2142,714,+,51.96,"lysine decarboxylase 2, constitutive",NP_459239.1
STM0235,yaeR,278219,278609,390,130,+,52.31,putative lactoylglutathione lyase,NP_459240.1
STM0236,mesJ,278671,279964,1293,431,+,58.78,cell cycle protein,NP_459241.1
STM0237,rof,280047,280308,261,87,-,43.3,modulator of Rho-dependent transcription termination,NP_459242.1
STM0238,yaeP,280294,280513,219,73,-,50.23,putative cytoplasmic protein,NP_459243.1
STM0239,yaeQ,280692,281238,546,182,+,55.68,putative cytoplasmic protein,NP_459244.1
STM0240,yaeJ,281234,281657,423,141,+,55.08,putative-tRNA hydrolase domain protein,NP_459245.1
STM0242,proS,282467,284186,1719,573,-,54.74,proline tRNA synthetase,NP_459246.1
STM0243,yaeB,284296,285004,708,236,-,55.79,putative regulator,NP_459247.1
STM0244,rcsF,285000,285405,405,135,-,54.07,regulator in colanic acid synthesis,NP_459248.1
STM0245,yaeC,285523,286339,816,272,-,48.77,putative outer membrane lipoprotein,NP_459249.1
STM0246,yaeE,286377,287031,654,218,-,53.36,putative ABC superfamily (membrane) transport protein,NP_459250.1
STM0247,abc,287023,288055,1032,344,-,52.42,putative ABC superfamily (atp_bind) transport system,NP_459251.1
STM0248,yaeD,288244,288811,567,189,+,51.32,putative dehydratase,NP_459252.1
STM0255,yafB,295069,295873,804,268,+,51.12,"2,5-diketo-D-gluconate reductase B",NP_459253.1
STM0256,yafC,295893,296808,915,305,-,51.69,putative LysR family transcriptional regulator,NP_459254.1
STM0257,,296912,298088,1176,392,+,55.78,putative drug efflux protein (perhaps for chloramphenicol),NP_459255.1
STM0258,yafD,298240,299020,780,260,+,53.85,putative cytoplasmic protein,NP_459256.1
STM0259,yafE,299097,299868,771,257,+,52.53,putative methyltransferase in menaquinone/biotin biosynthesis,NP_459257.1
STM0260,dniR,299923,301291,1368,456,-,52.12,transcriptional regulator for nitrite reductase (cytochrome c552),NP_459258.1
STM0261,gloB,301362,302118,756,252,-,44.18,hydroxyacylglutathione hydrolase,NP_459259.1
STM0262,yafS,302152,302875,723,241,+,50.76,putative SAM-dependent methyltransferase,NP_459260.1
STM0263,rnhA,302871,303339,468,156,-,50.21,RNase HI,NP_459261.1
STM0264,dnaQ,303402,304134,732,244,+,51.09,"DNA polymerase III, epsilon subunit",NP_459262.1
STM0266,,304665,305721,1056,352,-,61.27,putative cytoplasmic protein,NP_459263.1
STM0267,,305731,306727,996,332,-,60.04,putative cytoplasmic protein,NP_459264.1
STM0268,,306723,308607,1884,628,-,59.77,putative cytoplasmic protein,NP_459265.1
STM0269,,308622,309117,495,165,-,56.16,putative cytoplasmic protein,NP_459266.1
STM0270,,309113,309938,825,275,-,59.64,putative cytoplasmic protein,NP_459267.1
STM0271,,309924,310827,903,301,-,52.05,putative cytoplasmic protein,NP_459268.1
STM0272,,311194,313834,2640,880,+,59.55,putative ATPase with chaperone activity,NP_459269.1
STM0273,,313933,314476,543,181,+,54.88,putative cytoplasmic protein,NP_459270.1
STM0274,,314499,316008,1509,503,+,54.67,putative cytoplasmic protein,NP_459271.1
STM0274A,,316070,316181,111,37,+,42.34,invasol SirA,NP_459272.1
STM0275,,316307,316640,333,111,+,43.84,putative cytoplasmic protein,NP_459273.3
STM0276,,316893,317379,486,162,+,53.7,putative cytoplasmic protein,NP_459274.1
STM0277,,317683,318169,486,162,+,41.15,putative cytoplasmic protein,NP_459275.1
STM0278,,318153,318537,384,128,+,37.5,putative periplasmic protein,NP_459276.1
STM0279,,318679,319165,486,162,+,49.79,putative cytoplasmic protein,NP_459277.1
STM0280,,319231,319768,537,179,+,52.89,putative outer membrane lipoprotein,NP_459278.1
STM0281,,319771,321115,1344,448,+,58.26,putative cytoplasmic protein,NP_459279.1
STM0282,,321111,322416,1305,435,+,59.39,"putative outer membrane protein, OmpA family",NP_459280.1
STM0283,,322420,323194,774,258,+,41.73,putative inner membrane protein,NP_459281.1
STM0284,,323396,323828,432,144,+,34.03,putative shiga-like toxin A subunit,NP_459282.1
STM0285,,323861,327731,3870,1290,+,62.12,putative inner membrane protein,NP_459283.1
STM0286,,327730,328519,789,263,+,65.53,putative cytoplasmic protein,NP_459284.1
STM0287,,328515,328932,417,139,+,47.72,putative periplasmic protein,NP_459285.1
STM0288,,328955,329477,522,174,+,47.32,putative cytoplasmic protein,NP_459286.1
STM0289,,329873,332063,2190,730,+,56.85,putative cytoplasmic protein,NP_459287.1
STM0290,,332086,332533,447,149,+,51.45,putative cytoplasmic protein,NP_459288.1
STM0291,,332551,336646,4095,1365,+,60.46,putative RHS-family protein,NP_459289.1
STM0292,,337095,337836,741,247,+,52.5,putative RHS-family protein,NP_459290.1
STM0293,,337829,338276,447,149,+,29.75,putative cytoplasmic protein,NP_459291.1
STM0294,,338838,339276,438,146,+,31.96,putative cytoplasmic protein,NP_459292.1
STM0295,,340044,340353,309,103,+,32.04,putative cytoplasmic protein,NP_459293.1
STM0296,,340454,340703,249,83,-,51.41,putative cytoplasmic protein,NP_446753.1
STM0297,,340755,340953,198,66,+,52.53,putative transposase,NP_446754.1
