locus_tag,nombre_gen,inicio,fin,longitud_pb,num_aminoacidos,hebra,contenido_gc,producto,proteina_id
HRS04_RS00400,,64919,65609,690,230,+,57.68,N-acetylmannosamine-6-phosphate 2-epimerase,WP_057078726.1
HRS04_RS00405,,65680,65944,264,88,+,54.17,radical SAM family protein,
HRS04_RS00410,,65944,66142,198,66,+,50.51,hypothetical protein,
HRS04_RS00415,,66295,66379,84,28,+,51.19,hypothetical protein,WP_414842359.1
HRS04_RS00420,,66399,66543,144,48,+,52.78,hypothetical protein,WP_157847441.1
HRS04_RS00425,,66529,67003,474,158,+,44.3,sulfatase-like hydrolase/transferase,
HRS04_RS00430,,67099,68362,1263,421,-,47.82,tyrosine-type recombinase/integrase,WP_069067397.1
HRS04_RS00440,dicD,68741,69317,576,192,-,53.12,transcriptional regulator,WP_001188520.1
HRS04_RS00445,dsbD,69353,71051,1698,566,-,54.06,protein-disulfide reductase DsbD,WP_000068978.1
HRS04_RS00450,cutA,71026,71365,339,113,-,50.44,divalent cation tolerance protein CutA,WP_000883400.1
HRS04_RS00455,dcuA,71480,72782,1302,434,-,52.46,anaerobic C4-dicarboxylate transporter DcuA,WP_000961959.1
HRS04_RS00460,aspA,72899,74336,1437,479,-,49.27,aspartate ammonia-lyase,WP_000069437.1
HRS04_RS00465,fxsA,74672,75149,477,159,+,47.8,FxsA family protein,WP_001267448.1
HRS04_RS00470,yjeH,75164,76421,1257,419,-,52.11,L-methionine/branched-chain amino acid transporter,WP_000015837.1
HRS04_RS00475,groS,76696,76990,294,98,+,48.64,co-chaperone GroES,WP_001026276.1
HRS04_RS00480,groL,77033,78680,1647,549,+,53.13,chaperonin GroEL,WP_000729117.1
HRS04_RS00485,yjeI,78817,79171,354,118,+,55.65,DUF4156 domain-containing protein,WP_000558209.1
HRS04_RS00490,yjeJ,79373,80243,870,290,-,45.06,YjeJ family protein,WP_001008073.1
HRS04_RS00495,epmB,80632,81661,1029,343,-,53.55,EF-P beta-lysylation protein EpmB,WP_000940530.1
HRS04_RS00500,efp,81702,82269,567,189,+,50.09,elongation factor P,WP_000257278.1
HRS04_RS00505,ecnA,82320,82446,126,42,+,53.97,lipoprotein antitoxin entericidin A,WP_000977757.1
HRS04_RS00510,ecnB,82556,82703,147,49,+,48.98,lipoprotein toxin entericidin B,WP_000239596.1
HRS04_RS00515,sugE,82884,83202,318,106,+,53.46,quaternary ammonium compound efflux SMR transporter SugE,WP_000118482.1
HRS04_RS00520,blc,83198,83732,534,178,-,53.37,lipocalin Blc,WP_001238378.1
HRS04_RS00525,ampC,83820,84954,1134,378,-,50.26,BlaEC family class C beta-lactamase,WP_033557603.1
HRS04_RS00530,frdD,85016,85376,360,120,-,53.89,fumarate reductase subunit FrdD,WP_001299198.1
HRS04_RS00535,frdC,85386,85782,396,132,-,49.24,fumarate reductase subunit FrdC,WP_000208757.1
HRS04_RS00540,frdB,85792,86527,735,245,-,53.33,fumarate reductase iron-sulfur protein,WP_000829498.1
HRS04_RS00545,frdA,86519,88328,1809,603,-,56.44,fumarate reductase (quinol) flavoprotein subunit,WP_001192973.1
HRS04_RS00550,epmA,88652,89630,978,326,+,52.66,elongation factor P--(R)-beta-lysine ligase,WP_000004771.1
HRS04_RS00555,yjeM,89848,91351,1503,501,+,47.04,glutamate/gamma-aminobutyrate family transporter YjeM,WP_001307536.1
HRS04_RS00560,mscM,91501,94825,3324,1108,-,56.14,miniconductance mechanosensitive channel MscM,WP_001236850.1
HRS04_RS00565,asd,94846,95815,969,323,-,53.66,archaetidylserine decarboxylase,WP_021499494.1
HRS04_RS00570,rsgA,95911,96964,1053,351,-,53.85,small ribosomal subunit biogenesis GTPase RsgA,WP_074502396.1
HRS04_RS00575,orn,97058,97604,546,182,+,54.03,oligoribonuclease,WP_001295188.1
HRS04_RS00595,,98346,98400,54,18,+,40.74,hypothetical protein,WP_010723271.1
HRS04_RS00600,queG,98382,99522,1140,380,-,52.54,tRNA epoxyqueuosine(34) reductase QueG,WP_001294219.1
HRS04_RS00605,nnr,99520,101068,1548,516,+,57.36,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,WP_001307537.1
HRS04_RS00610,tsaE,101039,101501,462,154,+,51.52,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,WP_000981977.1
HRS04_RS00615,amiB,101519,102857,1338,446,+,55.23,N-acetylmuramoyl-L-alanine amidase AmiB,WP_000990321.1
HRS04_RS00620,mutL,102866,104714,1848,616,+,56.49,DNA mismatch repair endonuclease MutL,WP_001122507.1
HRS04_RS00625,miaA,104706,105657,951,317,+,53.42,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,WP_001280345.1
HRS04_RS00630,hfq,105742,106051,309,103,+,49.19,RNA chaperone Hfq,WP_001051883.1
HRS04_RS00635,hflX,106127,107408,1281,427,+,53.86,ribosome rescue GTPase HflX,WP_000460360.1
HRS04_RS00640,hflK,107493,108753,1260,420,+,56.11,FtsH protease activity modulator HflK,WP_063115851.1
HRS04_RS00645,hflC,108755,109760,1005,335,+,52.84,protease modulator HflC,WP_001232412.1
HRS04_RS00650,yjeT,109841,110039,198,66,+,48.99,DUF2065 domain-containing protein,WP_001089295.1
HRS04_RS00655,purA,110142,111441,1299,433,+,54.04,adenylosuccinate synthase,WP_000527955.1
HRS04_RS00660,nsrR,111645,112071,426,142,+,48.36,nitric oxide-sensing transcriptional repressor NsrR,WP_001177639.1
HRS04_RS00665,rnr,112110,114552,2442,814,+,55.2,ribonuclease R,WP_194523784.1
HRS04_RS00670,rlmB,114731,115463,732,244,+,56.15,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,WP_001293282.1
HRS04_RS00675,,115539,116319,780,260,-,44.23,IclR family transcriptional regulator,WP_032219201.1
HRS04_RS00680,,116647,117541,894,298,+,40.6,dihydrodipicolinate synthase family protein,WP_000842401.1
HRS04_RS00685,,117591,118893,1302,434,+,46.93,MFS transporter,WP_001284215.1
HRS04_RS00690,,118926,120522,1596,532,+,46.87,UxaA family hydrolase,WP_001424054.1
HRS04_RS00695,yjfI,120712,121114,402,134,+,37.81,YjfI family protein,
HRS04_RS00700,yjfJ,121132,121831,699,233,+,50.36,PspA/IM30 family protein,
HRS04_RS00705,yjfK,121880,122540,660,220,+,47.58,YjfK family protein,WP_000012563.1
HRS04_RS00710,yjfL,122557,122956,399,133,+,43.11,DUF350 domain-containing protein,WP_000547760.1
HRS04_RS00715,yjfM,122965,123604,639,213,+,48.36,DUF1190 domain-containing protein,
HRS04_RS00720,yjfC,123606,124770,1164,388,+,52.92,glutathionylspermidine synthase family protein,WP_032219202.1
HRS04_RS00725,aidB,124853,126479,1626,542,+,54.61,isovaleryl-CoA dehydrogenase,WP_000558727.1
HRS04_RS00730,yjfN,126595,126871,276,92,-,51.09,DUF1471 family protease activator YjfN,WP_000811566.1
HRS04_RS00735,bsmA,127019,127349,330,110,-,49.09,biofilm peroxide resistance protein BsmA,WP_000254636.1
HRS04_RS00740,yjfP,127530,128280,750,250,+,53.33,esterase,WP_000569690.1
HRS04_RS00745,ulaR,128276,129032,756,252,-,50.93,HTH-type transcriptional regulator UlaR,WP_000133631.1
HRS04_RS00750,ulaG,129139,130204,1065,355,-,51.55,L-ascorbate 6-phosphate lactonase,
HRS04_RS00755,ulaA,130557,131955,1398,466,+,52.93,PTS ascorbate transporter subunit IIC,WP_001384980.1
HRS04_RS00760,ulaB,131970,132276,306,102,+,50.65,PTS ascorbate transporter subunit IIB,WP_000218362.1
HRS04_RS00765,ulaC,132285,132750,465,155,+,54.41,PTS ascorbate transporter subunit IIA,WP_032219206.1
HRS04_RS00770,ulaD,132763,133414,651,217,+,56.84,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,
HRS04_RS00775,ulaE,133423,134278,855,285,+,57.43,L-ribulose-5-phosphate 3-epimerase UlaE,
HRS04_RS00780,ulaF,134277,134964,687,229,+,56.62,L-ribulose-5-phosphate 4-epimerase UlaF,WP_001170848.1
HRS04_RS00785,yjfY,135092,135368,276,92,-,47.83,DUF1471 family protein YjfY,WP_000492914.1
HRS04_RS00790,rpsF,135695,136091,396,132,+,52.78,30S ribosomal protein S6,WP_001216676.1
HRS04_RS00795,priB,136097,136412,315,105,+,52.06,primosomal replication protein N,WP_001315977.1
HRS04_RS00800,rpsR,136416,136644,228,76,+,52.63,30S ribosomal protein S18,WP_000135199.1
HRS04_RS00805,rplI,136685,137135,450,150,+,49.78,50S ribosomal protein L9,WP_001196062.1
HRS04_RS00810,yjfZ,137205,138000,795,265,-,43.02,DUF2686 family protein,WP_001311329.1
HRS04_RS00815,,138272,138674,402,134,+,38.56,TetR/AcrR family transcriptional regulator,
HRS04_RS00820,ytfB,138657,139296,639,213,-,55.56,cell division protein YtfB,WP_001119478.1
HRS04_RS00825,fklB,139514,140135,621,207,+,55.56,FKBP-type peptidyl-prolyl cis-trans isomerase,WP_000211225.1
HRS04_RS00830,cycA,140443,141856,1413,471,+,52.65,D-serine/D-alanine/glycine transporter,WP_000228346.1
HRS04_RS00835,ytfE,141900,142563,663,221,-,53.09,iron-sulfur cluster repair protein YtfE,WP_000331456.1
HRS04_RS00840,ytfF,142670,143636,966,322,-,56.0,DMT family transporter,WP_001315978.1
HRS04_RS00845,qorB,143743,144604,861,287,-,53.43,NAD(P)H:quinone oxidoreductase,WP_032219208.1
HRS04_RS00850,ytfH,144692,145073,381,127,+,55.91,winged helix-turn-helix transcriptional regulator,WP_000084622.1
HRS04_RS00855,cpdB,145195,147139,1944,648,-,49.64,"2',3'-cyclic-nucleotide 2'-phosphodiesterase",WP_016230762.1
HRS04_RS00860,cysQ,147328,148069,741,247,+,54.66,"3'(2'),5'-bisphosphate nucleotidase CysQ",WP_000886909.1
HRS04_RS00865,ytfJ,148058,148616,558,186,-,51.43,YtfJ family protein,WP_000175286.1
HRS04_RS00870,ytfK,148940,149147,207,69,+,43.0,DUF1107 domain-containing protein,WP_000689228.1
HRS04_RS00875,paeA,149208,150552,1344,448,-,50.6,polyamine export protein PaeA,WP_000935042.1
HRS04_RS00880,msrA,150874,151513,639,213,-,53.99,peptide-methionine (S)-S-oxide reductase MsrA,WP_001295196.1
HRS04_RS00885,tamA,151718,153452,1734,578,+,53.46,autotransporter assembly complex protein TamA,WP_001269327.1
HRS04_RS00890,tamB,153448,157228,3780,1260,+,54.92,autotransporter assembly complex protein TamB,WP_032239088.1
HRS04_RS00895,ytfP,157230,157572,342,114,+,51.17,gamma-glutamylcyclotransferase family protein,WP_001219160.1
HRS04_RS00900,ppa,157951,158482,531,177,-,51.22,inorganic diphosphatase,WP_000055072.1
HRS04_RS00905,ytfQ,158791,159748,957,319,+,49.63,galactofuranose ABC transporter substrate-binding protein YtfQ,WP_000265933.1
HRS04_RS00910,ytfR,159887,161390,1503,501,+,55.22,"galactofuranose ABC transporter, ATP-binding protein YtfR",WP_032219212.1
HRS04_RS00915,ytfT,161403,162426,1023,341,+,57.48,"galactofuranose ABC transporter, ATP-binding protein YtfT",WP_001297255.1
HRS04_RS00920,yjfF,162412,163408,996,332,+,52.41,"galactofuranose ABC transporter, permease protein YjfF",WP_032219214.1
HRS04_RS00925,fbp,163440,164439,999,333,-,51.35,class 1 fructose-bisphosphatase,WP_000853753.1
HRS04_RS00930,mpl,164614,165988,1374,458,+,55.17,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase,WP_001219789.1
HRS04_RS00935,yjgA,166070,166622,552,184,-,52.72,ribosome biogenesis factor YjgA,WP_000166270.1
HRS04_RS00940,pmbA,166715,168068,1353,451,+,54.32,metalloprotease PmbA,WP_032219215.1
HRS04_RS00945,cybC,168250,168637,387,129,+,50.13,cytochrome b562,WP_001232251.1
HRS04_RS00950,nrdG,168681,169146,465,155,-,50.75,anaerobic ribonucleoside-triphosphate reductase-activating protein,WP_021565517.1
HRS04_RS00955,nrdD,169303,171442,2139,713,-,53.62,anaerobic ribonucleoside-triphosphate reductase,WP_000187776.1
HRS04_RS00960,treC,171835,173491,1656,552,-,53.14,"alpha,alpha-phosphotrehalase",WP_032219217.1
HRS04_RS00965,treB,173540,174962,1422,474,-,54.57,PTS trehalose transporter subunit IIBC,WP_001299664.1
HRS04_RS00970,treR,175080,176028,948,316,-,53.69,trehalose operon repressor TreR,WP_001181324.1
HRS04_RS00975,mgtL,176212,176266,54,18,+,50.0,mgtA regulatory leader peptide MgtL,WP_001387276.1
HRS04_RS00980,mgtA,176406,179103,2697,899,+,52.39,magnesium-translocating P-type ATPase,WP_000471866.1
HRS04_RS00985,ridA,179308,179695,387,129,-,52.2,2-iminobutanoate/2-iminopropanoate deaminase,WP_000047539.1
HRS04_RS00990,pyrI,179767,180229,462,154,-,49.13,aspartate carbamoyltransferase regulatory subunit,WP_000148581.1
HRS04_RS00995,pyrB,180241,181177,936,312,-,53.74,aspartate carbamoyltransferase,WP_000013045.1
HRS04_RS01000,pyrL,181180,181315,135,45,-,50.37,pyr operon leader peptide,WP_001296693.1
HRS04_RS01005,yjgH,181595,181991,396,132,-,47.22,RidA family protein,WP_000230281.1
HRS04_RS01010,bdcA,182121,182835,714,238,-,54.06,SDR family oxidoreductase,WP_001612246.1
HRS04_RS01015,bdcR,182905,183499,594,198,+,49.49,TetR/AcrR family transcriptional regulator,WP_000256656.1
HRS04_RS01020,tabA,183643,184096,453,151,+,50.11,toxin-antitoxin biofilm protein TabA,WP_000583470.1
HRS04_RS01025,,184218,185532,1314,438,+,33.64,DNA-binding protein,WP_369758296.1
HRS04_RS01030,,185518,185671,153,51,+,31.37,hypothetical protein,WP_192951190.1
HRS04_RS01035,argF,185965,186979,1014,338,-,51.18,ornithine carbamoyltransferase,WP_000012927.1
HRS04_RS01040,rraB,187140,187557,417,139,+,49.16,ribonuclease E inhibitor RraB,WP_000002953.1
HRS04_RS01045,yjgM,187602,188106,504,168,-,51.79,GNAT family N-acetyltransferase,WP_001059412.1
HRS04_RS01050,yjgN,188298,189495,1197,399,+,37.59,YjgN family protein,WP_000079661.1
HRS04_RS01055,valS,189550,192406,2856,952,-,55.01,valine--tRNA ligase,WP_000416400.1
HRS04_RS01060,holC,192405,192849,444,148,-,54.28,DNA polymerase III subunit chi,WP_000786399.1
HRS04_RS01065,pepA,193202,194714,1512,504,-,55.16,leucyl aminopeptidase,WP_000397144.1
HRS04_RS01070,ytgA,194867,194918,51,17,+,33.33,protein YtgA,WP_211180521.1
HRS04_RS01075,lptF,194980,196081,1101,367,+,54.95,LPS export ABC transporter permease LptF,WP_000584114.1
HRS04_RS01080,lptG,196080,197163,1083,361,+,54.48,LPS export ABC transporter permease LptG,WP_001295681.1
HRS04_RS01085,yjgR,197323,198826,1503,501,-,52.96,helicase HerA-like C-terminal domain-containing protein,WP_001294554.1
HRS04_RS01090,ahr,198953,199973,1020,340,-,54.71,NADPH-dependent aldehyde reductase Ahr,WP_001299662.1
HRS04_RS01100,,200451,201590,1139,379,+,51.54,tyrosine-type recombinase/integrase,
HRS04_RS01105,,201595,202809,1214,404,-,54.07,IS3 family transposase,WP_369752072.1
HRS04_RS01110,istB,202911,203277,366,122,+,49.45,IS21-like element IS100kyp family helper ATPase IstB,
HRS04_RS01115,,203327,203546,219,73,-,46.58,TetR/AcrR family transcriptional regulator,WP_000145481.1
HRS04_RS01120,,203793,205071,1278,426,-,44.52,DUF2254 domain-containing protein,WP_000625669.1
HRS04_RS01125,,205133,207131,1998,666,-,50.4,BCCT family transporter,WP_001293435.1
HRS04_RS01130,,207284,208424,1140,380,-,49.82,IS3 family transposase,WP_000088357.1
HRS04_RS01135,lpxM,208604,209549,945,315,-,42.86,lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase,WP_001301166.1
HRS04_RS01140,virK,209613,210564,951,317,-,40.9,virulence factor VirK,WP_032219318.1
HRS04_RS01145,capU,210568,211657,1089,363,-,42.7,putative hexosyltransferase CapU,WP_001388979.1
HRS04_RS01150,,211659,212502,843,281,-,39.15,polysaccharide deacetylase family protein,WP_160371899.1
HRS04_RS01155,,212687,213884,1197,399,+,51.96,IS3 family transposase,
HRS04_RS01160,,213966,214224,258,86,+,51.55,NAD(P)-binding domain-containing protein,WP_000177057.1
HRS04_RS01165,fecE,214781,215549,768,256,-,54.3,Fe(3+) dicitrate ABC transporter ATP-binding protein FecE,WP_001612252.1
HRS04_RS01170,fecD,215549,216506,957,319,-,59.77,Fe(3+) dicitrate ABC transporter permease subunit FecD,WP_000684856.1
HRS04_RS01175,fecC,216502,217501,999,333,-,60.66,iron-dicitrate ABC transporter permease FecC,WP_000125175.1
HRS04_RS01180,fecB,217497,218400,903,301,-,57.59,Fe(3+) dicitrate ABC transporter substrate-binding protein FecB,WP_000879153.1
HRS04_RS01185,fecA,218444,220769,2325,775,-,58.62,TonB-dependent Fe(3+) dicitrate receptor FecA,WP_000188248.1
HRS04_RS01190,fecR,220855,221809,954,318,-,58.91,ferric citrate uptake sigma factor regulator FecR,WP_001068910.1
HRS04_RS01195,fecI,221805,222327,522,174,-,54.6,RNA polymerase sigma factor FecI,WP_001283626.1
HRS04_RS01200,ykiE,222463,222532,69,23,+,47.83,protein YkiE,WP_211180522.1
HRS04_RS01205,,222602,222807,205,68,+,41.95,hypothetical protein,
HRS04_RS01210,,222806,222905,99,33,+,41.41,IS3 family transposase,
HRS04_RS01215,,223220,223502,282,94,+,33.33,biofilm development regulator YmgB/AriR family protein,WP_223349491.1
HRS04_RS01220,,223626,223757,131,43,-,45.8,IS5/IS1182 family transposase,
HRS04_RS01225,,223839,223971,132,44,-,51.52,IS3 family transposase,
HRS04_RS01230,,224252,225611,1359,453,+,54.23,esterase-like activity of phytase family protein,WP_000823241.1
HRS04_RS01235,,225732,225810,78,26,-,52.56,DUF6404 family protein,
HRS04_RS01240,tnpC,225849,227235,1386,462,-,58.95,IS66 family transposase,WP_000998013.1
HRS04_RS01245,tnpB,227284,227632,348,116,-,59.2,IS66 family insertion sequence element accessory protein TnpB,WP_000612591.1
HRS04_RS01250,tnpA,227628,228009,381,127,-,51.44,IS66-like element accessory protein TnpA,WP_001333468.1
HRS04_RS01255,,228363,228798,435,145,-,53.56,zinc-ribbon domain-containing protein,WP_001221614.1
HRS04_RS01260,,228785,229187,402,134,-,52.49,putative zinc ribbon protein,WP_000270971.1
HRS04_RS01265,,229446,230016,570,190,-,57.89,inovirus Gp2 family protein,WP_000221544.1
HRS04_RS01270,,230215,230412,197,65,+,46.19,hypothetical protein,
HRS04_RS01275,,230756,230933,177,59,-,52.54,Hha/YmoA family nucleoid-associated regulatory protein,WP_001344112.1
HRS04_RS01280,,231233,231500,267,89,-,49.06,hypothetical protein,WP_000840367.1
HRS04_RS01285,,231640,231847,207,69,+,57.0,helix-turn-helix transcriptional regulator,WP_000235221.1
HRS04_RS01290,,231941,232544,603,201,+,52.07,hypothetical protein,WP_000813456.1
HRS04_RS01295,,232449,232647,198,66,-,56.06,hypothetical protein,WP_001333284.1
HRS04_RS01300,,233744,234662,918,306,+,40.96,hypothetical protein,WP_000250223.1
HRS04_RS01305,,234746,235619,873,291,+,58.53,GTPase family protein,WP_032229363.1
HRS04_RS01310,agn43,235990,239110,3120,1040,+,58.4,autotransporter adhesin Ag43,WP_052908985.1
HRS04_RS01315,,239230,241747,2517,839,+,52.05,hypothetical protein,WP_001315618.1
HRS04_RS01320,,241822,242278,456,152,+,48.03,IrmA family protein,WP_000581504.1
HRS04_RS01325,,242356,242590,234,78,+,55.13,DUF905 family protein,WP_001119729.1
HRS04_RS01330,,242689,243508,819,273,+,56.53,DUF932 domain-containing protein,WP_001234620.1
HRS04_RS01335,,243562,244048,486,162,+,54.32,antirestriction protein,WP_000849588.1
HRS04_RS01340,,244063,244540,477,159,+,58.28,JAB domain-containing protein,WP_001186774.1
HRS04_RS01345,,244602,244824,222,74,+,53.6,DUF987 domain-containing protein,WP_000692311.1
HRS04_RS01350,,244986,245355,369,123,+,55.56,type IV toxin-antitoxin system YeeU family antitoxin,WP_001295723.1
HRS04_RS01355,,245444,245819,375,125,+,53.33,TA system toxin CbtA family protein,WP_000854765.1
HRS04_RS01360,,245815,246307,492,164,+,51.83,DUF5983 family protein,WP_000976842.1
HRS04_RS01365,,246323,246500,177,59,+,49.15,DUF957 domain-containing protein,WP_000839290.1
HRS04_RS01370,,246605,246755,150,50,+,50.67,hypothetical protein,
HRS04_RS01375,,246745,246859,114,38,+,46.49,helix-turn-helix transcriptional regulator,
HRS04_RS01380,,247133,247831,698,232,-,54.08,IS1-like element IS1A family transposase,WP_224434063.1
HRS04_RS01385,,247885,248056,171,57,+,47.95,fimbrial protein,
HRS04_RS01390,gntP,248229,249573,1344,448,-,52.98,gluconate permease GntP,WP_000558251.1
HRS04_RS01395,uxuA,249912,251097,1185,395,+,54.43,mannonate dehydratase,WP_000438591.1
HRS04_RS01400,uxuB,251177,252638,1461,487,+,57.56,fructuronate reductase,WP_000208220.1
HRS04_RS01405,uxuR,252852,253626,774,258,+,53.88,Uxu operon transcriptional regulator,WP_000833686.1
