gen1_locus,gen1_nombre,gen1_fin,gen1_hebra,gen2_locus,gen2_nombre,gen2_inicio,gen2_hebra,distancia_pb,tipo,misma_hebra
HRS04_RS00235,,30570,+,HRS04_RS00240,,30653,+,83,Cercano (50-100 pb),True
HRS04_RS00240,,31904,+,HRS04_RS00245,,31923,-,19,Muy cercano (< 50 pb),False
HRS04_RS00245,,33018,-,HRS04_RS00250,,33078,-,60,Cercano (50-100 pb),True
HRS04_RS00250,,33216,-,HRS04_RS00255,,33520,+,304,Normal (200-500 pb),False
HRS04_RS00255,,33769,+,HRS04_RS00260,,34956,-,1187,Grande (> 500 pb),False
HRS04_RS00260,,35589,-,HRS04_RS00265,,35690,+,101,Moderado (100-200 pb),False
HRS04_RS00265,,36815,+,HRS04_RS00270,,36827,+,12,Muy cercano (< 50 pb),True
HRS04_RS00270,,39962,+,HRS04_RS00275,,40064,+,102,Moderado (100-200 pb),True
HRS04_RS00275,,40730,+,HRS04_RS00280,,40707,+,-23,Solapado,True
HRS04_RS00280,,41067,+,HRS04_RS00285,,41196,+,129,Moderado (100-200 pb),True
HRS04_RS00285,,42615,+,HRS04_RS00290,,42616,+,1,Muy cercano (< 50 pb),True
HRS04_RS00290,,43993,+,HRS04_RS00295,,43995,+,2,Muy cercano (< 50 pb),True
HRS04_RS00295,,44478,+,HRS04_RS00300,,44889,+,411,Normal (200-500 pb),True
HRS04_RS00300,,45138,+,HRS04_RS00305,,45284,+,146,Moderado (100-200 pb),True
HRS04_RS00305,,45636,+,HRS04_RS00310,,45846,+,210,Normal (200-500 pb),True
HRS04_RS00310,,47727,+,HRS04_RS00315,,47723,+,-4,Solapado,True
HRS04_RS00315,,49148,+,HRS04_RS00320,licT,49144,+,-4,Solapado,True
HRS04_RS00320,licT,49984,+,HRS04_RS00325,,49985,-,1,Muy cercano (< 50 pb),False
HRS04_RS00325,,50216,-,HRS04_RS00330,yjhF,50599,-,383,Normal (200-500 pb),True
HRS04_RS00330,yjhF,51949,-,HRS04_RS00335,yjhG,52055,-,106,Moderado (100-200 pb),True
HRS04_RS00335,yjhG,54023,-,HRS04_RS00340,yjhH,54033,-,10,Muy cercano (< 50 pb),True
HRS04_RS00340,yjhH,54939,-,HRS04_RS00345,yjhI,54943,-,4,Muy cercano (< 50 pb),True
HRS04_RS00345,yjhI,55732,-,HRS04_RS00350,sgcR,56031,-,299,Normal (200-500 pb),True
HRS04_RS00350,sgcR,56814,-,HRS04_RS00355,sgcE,56830,-,16,Muy cercano (< 50 pb),True
HRS04_RS00355,sgcE,57463,-,HRS04_RS00360,sgcA,57474,-,11,Muy cercano (< 50 pb),True
HRS04_RS00360,sgcA,57906,-,HRS04_RS00365,sgcQ,58036,-,130,Moderado (100-200 pb),True
HRS04_RS00365,sgcQ,58843,-,HRS04_RS00370,sgcC,58855,-,12,Muy cercano (< 50 pb),True
HRS04_RS00370,sgcC,60169,-,HRS04_RS00375,sgcB,60179,-,10,Muy cercano (< 50 pb),True
HRS04_RS00375,sgcB,60458,-,HRS04_RS00380,sgcX,60454,-,-4,Solapado,True
HRS04_RS00380,sgcX,61576,-,HRS04_RS00385,,62064,+,488,Normal (200-500 pb),False
HRS04_RS00385,,62326,+,HRS04_RS00390,,62373,-,47,Muy cercano (< 50 pb),False
HRS04_RS00390,,63198,-,HRS04_RS00395,,63363,+,165,Moderado (100-200 pb),False
HRS04_RS00395,,64920,+,HRS04_RS00400,,64919,+,-1,Solapado,True
HRS04_RS00400,,65609,+,HRS04_RS00405,,65680,+,71,Cercano (50-100 pb),True
HRS04_RS00405,,65944,+,HRS04_RS00410,,65944,+,0,Adyacente,True
HRS04_RS00410,,66142,+,HRS04_RS00415,,66295,+,153,Moderado (100-200 pb),True
HRS04_RS00415,,66379,+,HRS04_RS00420,,66399,+,20,Muy cercano (< 50 pb),True
HRS04_RS00420,,66543,+,HRS04_RS00425,,66529,+,-14,Solapado,True
HRS04_RS00425,,67003,+,HRS04_RS00430,,67099,-,96,Cercano (50-100 pb),False
HRS04_RS00430,,68362,-,HRS04_RS00440,dicD,68741,-,379,Normal (200-500 pb),True
HRS04_RS00440,dicD,69317,-,HRS04_RS00445,dsbD,69353,-,36,Muy cercano (< 50 pb),True
HRS04_RS00445,dsbD,71051,-,HRS04_RS00450,cutA,71026,-,-25,Solapado,True
HRS04_RS00450,cutA,71365,-,HRS04_RS00455,dcuA,71480,-,115,Moderado (100-200 pb),True
HRS04_RS00455,dcuA,72782,-,HRS04_RS00460,aspA,72899,-,117,Moderado (100-200 pb),True
HRS04_RS00460,aspA,74336,-,HRS04_RS00465,fxsA,74672,+,336,Normal (200-500 pb),False
HRS04_RS00465,fxsA,75149,+,HRS04_RS00470,yjeH,75164,-,15,Muy cercano (< 50 pb),False
HRS04_RS00470,yjeH,76421,-,HRS04_RS00475,groS,76696,+,275,Normal (200-500 pb),False
HRS04_RS00475,groS,76990,+,HRS04_RS00480,groL,77033,+,43,Muy cercano (< 50 pb),True
HRS04_RS00480,groL,78680,+,HRS04_RS00485,yjeI,78817,+,137,Moderado (100-200 pb),True
HRS04_RS00485,yjeI,79171,+,HRS04_RS00490,yjeJ,79373,-,202,Normal (200-500 pb),False
HRS04_RS00490,yjeJ,80243,-,HRS04_RS00495,epmB,80632,-,389,Normal (200-500 pb),True
HRS04_RS00495,epmB,81661,-,HRS04_RS00500,efp,81702,+,41,Muy cercano (< 50 pb),False
HRS04_RS00500,efp,82269,+,HRS04_RS00505,ecnA,82320,+,51,Cercano (50-100 pb),True
HRS04_RS00505,ecnA,82446,+,HRS04_RS00510,ecnB,82556,+,110,Moderado (100-200 pb),True
HRS04_RS00510,ecnB,82703,+,HRS04_RS00515,sugE,82884,+,181,Moderado (100-200 pb),True
HRS04_RS00515,sugE,83202,+,HRS04_RS00520,blc,83198,-,-4,Solapado,False
HRS04_RS00520,blc,83732,-,HRS04_RS00525,ampC,83820,-,88,Cercano (50-100 pb),True
HRS04_RS00525,ampC,84954,-,HRS04_RS00530,frdD,85016,-,62,Cercano (50-100 pb),True
HRS04_RS00530,frdD,85376,-,HRS04_RS00535,frdC,85386,-,10,Muy cercano (< 50 pb),True
HRS04_RS00535,frdC,85782,-,HRS04_RS00540,frdB,85792,-,10,Muy cercano (< 50 pb),True
HRS04_RS00540,frdB,86527,-,HRS04_RS00545,frdA,86519,-,-8,Solapado,True
HRS04_RS00545,frdA,88328,-,HRS04_RS00550,epmA,88652,+,324,Normal (200-500 pb),False
HRS04_RS00550,epmA,89630,+,HRS04_RS00555,yjeM,89848,+,218,Normal (200-500 pb),True
HRS04_RS00555,yjeM,91351,+,HRS04_RS00560,mscM,91501,-,150,Moderado (100-200 pb),False
HRS04_RS00560,mscM,94825,-,HRS04_RS00565,asd,94846,-,21,Muy cercano (< 50 pb),True
HRS04_RS00565,asd,95815,-,HRS04_RS00570,rsgA,95911,-,96,Cercano (50-100 pb),True
HRS04_RS00570,rsgA,96964,-,HRS04_RS00575,orn,97058,+,94,Cercano (50-100 pb),False
HRS04_RS00575,orn,97604,+,HRS04_RS00595,,98346,+,742,Grande (> 500 pb),True
HRS04_RS00595,,98400,+,HRS04_RS00600,queG,98382,-,-18,Solapado,False
HRS04_RS00600,queG,99522,-,HRS04_RS00605,nnr,99520,+,-2,Solapado,False
HRS04_RS00605,nnr,101068,+,HRS04_RS00610,tsaE,101039,+,-29,Solapado,True
HRS04_RS00610,tsaE,101501,+,HRS04_RS00615,amiB,101519,+,18,Muy cercano (< 50 pb),True
HRS04_RS00615,amiB,102857,+,HRS04_RS00620,mutL,102866,+,9,Muy cercano (< 50 pb),True
HRS04_RS00620,mutL,104714,+,HRS04_RS00625,miaA,104706,+,-8,Solapado,True
HRS04_RS00625,miaA,105657,+,HRS04_RS00630,hfq,105742,+,85,Cercano (50-100 pb),True
HRS04_RS00630,hfq,106051,+,HRS04_RS00635,hflX,106127,+,76,Cercano (50-100 pb),True
HRS04_RS00635,hflX,107408,+,HRS04_RS00640,hflK,107493,+,85,Cercano (50-100 pb),True
HRS04_RS00640,hflK,108753,+,HRS04_RS00645,hflC,108755,+,2,Muy cercano (< 50 pb),True
HRS04_RS00645,hflC,109760,+,HRS04_RS00650,yjeT,109841,+,81,Cercano (50-100 pb),True
HRS04_RS00650,yjeT,110039,+,HRS04_RS00655,purA,110142,+,103,Moderado (100-200 pb),True
HRS04_RS00655,purA,111441,+,HRS04_RS00660,nsrR,111645,+,204,Normal (200-500 pb),True
HRS04_RS00660,nsrR,112071,+,HRS04_RS00665,rnr,112110,+,39,Muy cercano (< 50 pb),True
HRS04_RS00665,rnr,114552,+,HRS04_RS00670,rlmB,114731,+,179,Moderado (100-200 pb),True
HRS04_RS00670,rlmB,115463,+,HRS04_RS00675,,115539,-,76,Cercano (50-100 pb),False
HRS04_RS00675,,116319,-,HRS04_RS00680,,116647,+,328,Normal (200-500 pb),False
HRS04_RS00680,,117541,+,HRS04_RS00685,,117591,+,50,Cercano (50-100 pb),True
HRS04_RS00685,,118893,+,HRS04_RS00690,,118926,+,33,Muy cercano (< 50 pb),True
HRS04_RS00690,,120522,+,HRS04_RS00695,yjfI,120712,+,190,Moderado (100-200 pb),True
HRS04_RS00695,yjfI,121114,+,HRS04_RS00700,yjfJ,121132,+,18,Muy cercano (< 50 pb),True
HRS04_RS00700,yjfJ,121831,+,HRS04_RS00705,yjfK,121880,+,49,Muy cercano (< 50 pb),True
HRS04_RS00705,yjfK,122540,+,HRS04_RS00710,yjfL,122557,+,17,Muy cercano (< 50 pb),True
HRS04_RS00710,yjfL,122956,+,HRS04_RS00715,yjfM,122965,+,9,Muy cercano (< 50 pb),True
HRS04_RS00715,yjfM,123604,+,HRS04_RS00720,yjfC,123606,+,2,Muy cercano (< 50 pb),True
HRS04_RS00720,yjfC,124770,+,HRS04_RS00725,aidB,124853,+,83,Cercano (50-100 pb),True
HRS04_RS00725,aidB,126479,+,HRS04_RS00730,yjfN,126595,-,116,Moderado (100-200 pb),False
HRS04_RS00730,yjfN,126871,-,HRS04_RS00735,bsmA,127019,-,148,Moderado (100-200 pb),True
HRS04_RS00735,bsmA,127349,-,HRS04_RS00740,yjfP,127530,+,181,Moderado (100-200 pb),False
HRS04_RS00740,yjfP,128280,+,HRS04_RS00745,ulaR,128276,-,-4,Solapado,False
HRS04_RS00745,ulaR,129032,-,HRS04_RS00750,ulaG,129139,-,107,Moderado (100-200 pb),True
HRS04_RS00750,ulaG,130204,-,HRS04_RS00755,ulaA,130557,+,353,Normal (200-500 pb),False
HRS04_RS00755,ulaA,131955,+,HRS04_RS00760,ulaB,131970,+,15,Muy cercano (< 50 pb),True
HRS04_RS00760,ulaB,132276,+,HRS04_RS00765,ulaC,132285,+,9,Muy cercano (< 50 pb),True
HRS04_RS00765,ulaC,132750,+,HRS04_RS00770,ulaD,132763,+,13,Muy cercano (< 50 pb),True
HRS04_RS00770,ulaD,133414,+,HRS04_RS00775,ulaE,133423,+,9,Muy cercano (< 50 pb),True
HRS04_RS00775,ulaE,134278,+,HRS04_RS00780,ulaF,134277,+,-1,Solapado,True
HRS04_RS00780,ulaF,134964,+,HRS04_RS00785,yjfY,135092,-,128,Moderado (100-200 pb),False
HRS04_RS00785,yjfY,135368,-,HRS04_RS00790,rpsF,135695,+,327,Normal (200-500 pb),False
HRS04_RS00790,rpsF,136091,+,HRS04_RS00795,priB,136097,+,6,Muy cercano (< 50 pb),True
HRS04_RS00795,priB,136412,+,HRS04_RS00800,rpsR,136416,+,4,Muy cercano (< 50 pb),True
HRS04_RS00800,rpsR,136644,+,HRS04_RS00805,rplI,136685,+,41,Muy cercano (< 50 pb),True
HRS04_RS00805,rplI,137135,+,HRS04_RS00810,yjfZ,137205,-,70,Cercano (50-100 pb),False
HRS04_RS00810,yjfZ,138000,-,HRS04_RS00815,,138272,+,272,Normal (200-500 pb),False
HRS04_RS00815,,138674,+,HRS04_RS00820,ytfB,138657,-,-17,Solapado,False
HRS04_RS00820,ytfB,139296,-,HRS04_RS00825,fklB,139514,+,218,Normal (200-500 pb),False
HRS04_RS00825,fklB,140135,+,HRS04_RS00830,cycA,140443,+,308,Normal (200-500 pb),True
HRS04_RS00830,cycA,141856,+,HRS04_RS00835,ytfE,141900,-,44,Muy cercano (< 50 pb),False
HRS04_RS00835,ytfE,142563,-,HRS04_RS00840,ytfF,142670,-,107,Moderado (100-200 pb),True
HRS04_RS00840,ytfF,143636,-,HRS04_RS00845,qorB,143743,-,107,Moderado (100-200 pb),True
HRS04_RS00845,qorB,144604,-,HRS04_RS00850,ytfH,144692,+,88,Cercano (50-100 pb),False
HRS04_RS00850,ytfH,145073,+,HRS04_RS00855,cpdB,145195,-,122,Moderado (100-200 pb),False
HRS04_RS00855,cpdB,147139,-,HRS04_RS00860,cysQ,147328,+,189,Moderado (100-200 pb),False
HRS04_RS00860,cysQ,148069,+,HRS04_RS00865,ytfJ,148058,-,-11,Solapado,False
HRS04_RS00865,ytfJ,148616,-,HRS04_RS00870,ytfK,148940,+,324,Normal (200-500 pb),False
HRS04_RS00870,ytfK,149147,+,HRS04_RS00875,paeA,149208,-,61,Cercano (50-100 pb),False
HRS04_RS00875,paeA,150552,-,HRS04_RS00880,msrA,150874,-,322,Normal (200-500 pb),True
HRS04_RS00880,msrA,151513,-,HRS04_RS00885,tamA,151718,+,205,Normal (200-500 pb),False
HRS04_RS00885,tamA,153452,+,HRS04_RS00890,tamB,153448,+,-4,Solapado,True
HRS04_RS00890,tamB,157228,+,HRS04_RS00895,ytfP,157230,+,2,Muy cercano (< 50 pb),True
HRS04_RS00895,ytfP,157572,+,HRS04_RS00900,ppa,157951,-,379,Normal (200-500 pb),False
HRS04_RS00900,ppa,158482,-,HRS04_RS00905,ytfQ,158791,+,309,Normal (200-500 pb),False
HRS04_RS00905,ytfQ,159748,+,HRS04_RS00910,ytfR,159887,+,139,Moderado (100-200 pb),True
HRS04_RS00910,ytfR,161390,+,HRS04_RS00915,ytfT,161403,+,13,Muy cercano (< 50 pb),True
HRS04_RS00915,ytfT,162426,+,HRS04_RS00920,yjfF,162412,+,-14,Solapado,True
HRS04_RS00920,yjfF,163408,+,HRS04_RS00925,fbp,163440,-,32,Muy cercano (< 50 pb),False
HRS04_RS00925,fbp,164439,-,HRS04_RS00930,mpl,164614,+,175,Moderado (100-200 pb),False
HRS04_RS00930,mpl,165988,+,HRS04_RS00935,yjgA,166070,-,82,Cercano (50-100 pb),False
HRS04_RS00935,yjgA,166622,-,HRS04_RS00940,pmbA,166715,+,93,Cercano (50-100 pb),False
HRS04_RS00940,pmbA,168068,+,HRS04_RS00945,cybC,168250,+,182,Moderado (100-200 pb),True
HRS04_RS00945,cybC,168637,+,HRS04_RS00950,nrdG,168681,-,44,Muy cercano (< 50 pb),False
HRS04_RS00950,nrdG,169146,-,HRS04_RS00955,nrdD,169303,-,157,Moderado (100-200 pb),True
HRS04_RS00955,nrdD,171442,-,HRS04_RS00960,treC,171835,-,393,Normal (200-500 pb),True
HRS04_RS00960,treC,173491,-,HRS04_RS00965,treB,173540,-,49,Muy cercano (< 50 pb),True
HRS04_RS00965,treB,174962,-,HRS04_RS00970,treR,175080,-,118,Moderado (100-200 pb),True
HRS04_RS00970,treR,176028,-,HRS04_RS00975,mgtL,176212,+,184,Moderado (100-200 pb),False
HRS04_RS00975,mgtL,176266,+,HRS04_RS00980,mgtA,176406,+,140,Moderado (100-200 pb),True
HRS04_RS00980,mgtA,179103,+,HRS04_RS00985,ridA,179308,-,205,Normal (200-500 pb),False
HRS04_RS00985,ridA,179695,-,HRS04_RS00990,pyrI,179767,-,72,Cercano (50-100 pb),True
HRS04_RS00990,pyrI,180229,-,HRS04_RS00995,pyrB,180241,-,12,Muy cercano (< 50 pb),True
HRS04_RS00995,pyrB,181177,-,HRS04_RS01000,pyrL,181180,-,3,Muy cercano (< 50 pb),True
HRS04_RS01000,pyrL,181315,-,HRS04_RS01005,yjgH,181595,-,280,Normal (200-500 pb),True
HRS04_RS01005,yjgH,181991,-,HRS04_RS01010,bdcA,182121,-,130,Moderado (100-200 pb),True
HRS04_RS01010,bdcA,182835,-,HRS04_RS01015,bdcR,182905,+,70,Cercano (50-100 pb),False
HRS04_RS01015,bdcR,183499,+,HRS04_RS01020,tabA,183643,+,144,Moderado (100-200 pb),True
HRS04_RS01020,tabA,184096,+,HRS04_RS01025,,184218,+,122,Moderado (100-200 pb),True
HRS04_RS01025,,185532,+,HRS04_RS01030,,185518,+,-14,Solapado,True
HRS04_RS01030,,185671,+,HRS04_RS01035,argF,185965,-,294,Normal (200-500 pb),False
HRS04_RS01035,argF,186979,-,HRS04_RS01040,rraB,187140,+,161,Moderado (100-200 pb),False
HRS04_RS01040,rraB,187557,+,HRS04_RS01045,yjgM,187602,-,45,Muy cercano (< 50 pb),False
HRS04_RS01045,yjgM,188106,-,HRS04_RS01050,yjgN,188298,+,192,Moderado (100-200 pb),False
HRS04_RS01050,yjgN,189495,+,HRS04_RS01055,valS,189550,-,55,Cercano (50-100 pb),False
HRS04_RS01055,valS,192406,-,HRS04_RS01060,holC,192405,-,-1,Solapado,True
HRS04_RS01060,holC,192849,-,HRS04_RS01065,pepA,193202,-,353,Normal (200-500 pb),True
HRS04_RS01065,pepA,194714,-,HRS04_RS01070,ytgA,194867,+,153,Moderado (100-200 pb),False
HRS04_RS01070,ytgA,194918,+,HRS04_RS01075,lptF,194980,+,62,Cercano (50-100 pb),True
HRS04_RS01075,lptF,196081,+,HRS04_RS01080,lptG,196080,+,-1,Solapado,True
HRS04_RS01080,lptG,197163,+,HRS04_RS01085,yjgR,197323,-,160,Moderado (100-200 pb),False
HRS04_RS01085,yjgR,198826,-,HRS04_RS01090,ahr,198953,-,127,Moderado (100-200 pb),True
HRS04_RS01090,ahr,199973,-,HRS04_RS01100,,200451,+,478,Normal (200-500 pb),False
HRS04_RS01100,,201590,+,HRS04_RS01105,,201595,-,5,Muy cercano (< 50 pb),False
HRS04_RS01105,,202809,-,HRS04_RS01110,istB,202911,+,102,Moderado (100-200 pb),False
HRS04_RS01110,istB,203277,+,HRS04_RS01115,,203327,-,50,Cercano (50-100 pb),False
HRS04_RS01115,,203546,-,HRS04_RS01120,,203793,-,247,Normal (200-500 pb),True
HRS04_RS01120,,205071,-,HRS04_RS01125,,205133,-,62,Cercano (50-100 pb),True
HRS04_RS01125,,207131,-,HRS04_RS01130,,207284,-,153,Moderado (100-200 pb),True
HRS04_RS01130,,208424,-,HRS04_RS01135,lpxM,208604,-,180,Moderado (100-200 pb),True
HRS04_RS01135,lpxM,209549,-,HRS04_RS01140,virK,209613,-,64,Cercano (50-100 pb),True
HRS04_RS01140,virK,210564,-,HRS04_RS01145,capU,210568,-,4,Muy cercano (< 50 pb),True
HRS04_RS01145,capU,211657,-,HRS04_RS01150,,211659,-,2,Muy cercano (< 50 pb),True
HRS04_RS01150,,212502,-,HRS04_RS01155,,212687,+,185,Moderado (100-200 pb),False
HRS04_RS01155,,213884,+,HRS04_RS01160,,213966,+,82,Cercano (50-100 pb),True
HRS04_RS01160,,214224,+,HRS04_RS01165,fecE,214781,-,557,Grande (> 500 pb),False
HRS04_RS01165,fecE,215549,-,HRS04_RS01170,fecD,215549,-,0,Adyacente,True
HRS04_RS01170,fecD,216506,-,HRS04_RS01175,fecC,216502,-,-4,Solapado,True
HRS04_RS01175,fecC,217501,-,HRS04_RS01180,fecB,217497,-,-4,Solapado,True
HRS04_RS01180,fecB,218400,-,HRS04_RS01185,fecA,218444,-,44,Muy cercano (< 50 pb),True
HRS04_RS01185,fecA,220769,-,HRS04_RS01190,fecR,220855,-,86,Cercano (50-100 pb),True
HRS04_RS01190,fecR,221809,-,HRS04_RS01195,fecI,221805,-,-4,Solapado,True
HRS04_RS01195,fecI,222327,-,HRS04_RS01200,ykiE,222463,+,136,Moderado (100-200 pb),False
HRS04_RS01200,ykiE,222532,+,HRS04_RS01205,,222602,+,70,Cercano (50-100 pb),True
HRS04_RS01205,,222807,+,HRS04_RS01210,,222806,+,-1,Solapado,True
HRS04_RS01210,,222905,+,HRS04_RS01215,,223220,+,315,Normal (200-500 pb),True
HRS04_RS01215,,223502,+,HRS04_RS01220,,223626,-,124,Moderado (100-200 pb),False
HRS04_RS01220,,223757,-,HRS04_RS01225,,223839,-,82,Cercano (50-100 pb),True
HRS04_RS01225,,223971,-,HRS04_RS01230,,224252,+,281,Normal (200-500 pb),False
HRS04_RS01230,,225611,+,HRS04_RS01235,,225732,-,121,Moderado (100-200 pb),False
HRS04_RS01235,,225810,-,HRS04_RS01240,tnpC,225849,-,39,Muy cercano (< 50 pb),True
HRS04_RS01240,tnpC,227235,-,HRS04_RS01245,tnpB,227284,-,49,Muy cercano (< 50 pb),True
HRS04_RS01245,tnpB,227632,-,HRS04_RS01250,tnpA,227628,-,-4,Solapado,True
HRS04_RS01250,tnpA,228009,-,HRS04_RS01255,,228363,-,354,Normal (200-500 pb),True
HRS04_RS01255,,228798,-,HRS04_RS01260,,228785,-,-13,Solapado,True
HRS04_RS01260,,229187,-,HRS04_RS01265,,229446,-,259,Normal (200-500 pb),True
HRS04_RS01265,,230016,-,HRS04_RS01270,,230215,+,199,Moderado (100-200 pb),False
HRS04_RS01270,,230412,+,HRS04_RS01275,,230756,-,344,Normal (200-500 pb),False
HRS04_RS01275,,230933,-,HRS04_RS01280,,231233,-,300,Normal (200-500 pb),True
HRS04_RS01280,,231500,-,HRS04_RS01285,,231640,+,140,Moderado (100-200 pb),False
HRS04_RS01285,,231847,+,HRS04_RS01290,,231941,+,94,Cercano (50-100 pb),True
HRS04_RS01290,,232544,+,HRS04_RS01295,,232449,-,-95,Solapado,False
HRS04_RS01295,,232647,-,HRS04_RS01300,,233744,+,1097,Grande (> 500 pb),False
HRS04_RS01300,,234662,+,HRS04_RS01305,,234746,+,84,Cercano (50-100 pb),True
HRS04_RS01305,,235619,+,HRS04_RS01310,agn43,235990,+,371,Normal (200-500 pb),True
HRS04_RS01310,agn43,239110,+,HRS04_RS01315,,239230,+,120,Moderado (100-200 pb),True
HRS04_RS01315,,241747,+,HRS04_RS01320,,241822,+,75,Cercano (50-100 pb),True
HRS04_RS01320,,242278,+,HRS04_RS01325,,242356,+,78,Cercano (50-100 pb),True
HRS04_RS01325,,242590,+,HRS04_RS01330,,242689,+,99,Cercano (50-100 pb),True
HRS04_RS01330,,243508,+,HRS04_RS01335,,243562,+,54,Cercano (50-100 pb),True
HRS04_RS01335,,244048,+,HRS04_RS01340,,244063,+,15,Muy cercano (< 50 pb),True
HRS04_RS01340,,244540,+,HRS04_RS01345,,244602,+,62,Cercano (50-100 pb),True
HRS04_RS01345,,244824,+,HRS04_RS01350,,244986,+,162,Moderado (100-200 pb),True
HRS04_RS01350,,245355,+,HRS04_RS01355,,245444,+,89,Cercano (50-100 pb),True
HRS04_RS01355,,245819,+,HRS04_RS01360,,245815,+,-4,Solapado,True
HRS04_RS01360,,246307,+,HRS04_RS01365,,246323,+,16,Muy cercano (< 50 pb),True
HRS04_RS01365,,246500,+,HRS04_RS01370,,246605,+,105,Moderado (100-200 pb),True
HRS04_RS01370,,246755,+,HRS04_RS01375,,246745,+,-10,Solapado,True
HRS04_RS01375,,246859,+,HRS04_RS01380,,247133,-,274,Normal (200-500 pb),False
HRS04_RS01380,,247831,-,HRS04_RS01385,,247885,+,54,Cercano (50-100 pb),False
HRS04_RS01385,,248056,+,HRS04_RS01390,gntP,248229,-,173,Moderado (100-200 pb),False
HRS04_RS01390,gntP,249573,-,HRS04_RS01395,uxuA,249912,+,339,Normal (200-500 pb),False
HRS04_RS01395,uxuA,251097,+,HRS04_RS01400,uxuB,251177,+,80,Cercano (50-100 pb),True
HRS04_RS01400,uxuB,252638,+,HRS04_RS01405,uxuR,252852,+,214,Normal (200-500 pb),True
HRS04_RS01405,uxuR,253626,+,HRS04_RS01410,yjiC,253766,-,140,Moderado (100-200 pb),False
HRS04_RS01410,yjiC,254597,-,HRS04_RS01415,,254882,+,285,Normal (200-500 pb),False
HRS04_RS01415,,254951,+,HRS04_RS01420,,254929,+,-22,Solapado,True
HRS04_RS01420,,255073,+,HRS04_RS01425,idlP,255188,+,115,Moderado (100-200 pb),True
HRS04_RS01425,idlP,255272,+,HRS04_RS01430,iraD,255268,+,-4,Solapado,True
HRS04_RS01430,iraD,255661,+,HRS04_RS01435,hypT,255653,-,-8,Solapado,False
HRS04_RS01435,hypT,256565,-,HRS04_RS01440,iadA,256629,-,64,Cercano (50-100 pb),True
