locus_tag,nombre_gen,inicio,fin,longitud_pb,num_aminoacidos,hebra,contenido_gc,producto,proteina_id
ACBD56_RS13515,,29933,31034,1101,367,-,45.32,GGDEF domain-containing protein,WP_001097199.1
ACBD56_RS13520,,31030,31498,468,156,-,41.45,putative pterin-binding protein,WP_308190042.1
ACBD56_RS13525,,31781,33158,1377,459,-,48.95,YjiH family protein,WP_001153651.1
ACBD56_RS13530,,33593,35255,1662,554,-,49.64,SulP family inorganic anion transporter,WP_462099756.1
ACBD56_RS13535,,35592,35892,300,100,+,42.33,isoamylase early set domain-containing protein,WP_000608713.1
ACBD56_RS13540,shyA,36125,37376,1251,417,+,48.52,peptidoglycan DD-metalloendopeptidase ShyA,WP_001227341.1
ACBD56_RS13545,,37493,39317,1824,608,-,42.65,sensor domain-containing phosphodiesterase,WP_000169386.1
ACBD56_RS13550,,39539,40427,888,296,-,48.65,LysR family transcriptional regulator,WP_000383981.1
ACBD56_RS13555,,40516,41728,1212,404,+,48.93,multidrug effflux MFS transporter,WP_462099757.1
ACBD56_RS13560,soxR,41769,42216,447,149,-,47.65,redox-sensitive transcriptional activator SoxR,WP_000426189.1
ACBD56_RS13565,,42394,43597,1203,401,+,46.8,MFS transporter,WP_142992965.1
ACBD56_RS13570,,43727,44078,351,117,+,45.01,hypothetical protein,WP_248425044.1
ACBD56_RS13575,,44181,44316,135,45,+,37.78,hypothetical protein,WP_001058399.1
ACBD56_RS13580,,44444,45746,1302,434,-,48.85,dicarboxylate/amino acid:cation symporter,WP_462099758.1
ACBD56_RS13585,,46009,46903,894,298,-,51.23,DMT family transporter,WP_462099759.1
ACBD56_RS13590,,47132,47429,297,99,+,48.48,DUF134 domain-containing protein,WP_001896994.1
ACBD56_RS13595,,47599,48229,630,210,-,44.76,lipase family protein,WP_044126782.1
ACBD56_RS13600,,48726,49083,357,119,+,41.74,winged helix-turn-helix transcriptional regulator,WP_000382998.1
ACBD56_RS13605,,49360,50050,690,230,+,46.81,hypothetical protein,WP_462099760.1
ACBD56_RS13610,,50092,51334,1242,414,+,46.7,zinc-dependent metalloprotease family protein,WP_462099761.1
ACBD56_RS13615,,51346,52063,717,239,-,49.37,NUDIX hydrolase,WP_000637375.1
ACBD56_RS13620,pncB,52461,53769,1308,436,+,48.62,nicotinate phosphoribosyltransferase,WP_248521610.1
ACBD56_RS13625,,53799,54840,1041,347,+,49.47,oxidoreductase,WP_462099762.1
ACBD56_RS13630,,54876,55233,357,119,-,50.42,rhodanese-like domain-containing protein,WP_001249602.1
ACBD56_RS13635,,55247,56804,1557,519,-,44.57,EAL domain-containing protein,WP_172782341.1
ACBD56_RS13640,,56979,57630,651,217,-,48.08,HAD family hydrolase,WP_001010775.1
ACBD56_RS13645,,57819,59598,1779,593,+,51.1,SulP family inorganic anion transporter,WP_001006513.1
ACBD56_RS13650,,59639,61319,1680,560,-,48.99,RluA family pseudouridine synthase,WP_069731166.1
ACBD56_RS13655,,62090,62375,285,95,+,55.79,type VI secretion system PAAR protein,WP_000526406.1
ACBD56_RS13660,,62442,63363,921,307,+,46.25,SEL1-like repeat protein,WP_001186700.1
ACBD56_RS13665,tssB,63794,64301,507,169,+,48.13,type VI secretion system contractile sheath small subunit,WP_000031391.1
ACBD56_RS13670,tssC,64344,65820,1476,492,+,47.36,type VI secretion system contractile sheath large subunit,WP_000108140.1
ACBD56_RS13675,tssE,65822,66260,438,146,+,47.49,type VI secretion system baseplate subunit TssE,WP_000221000.1
ACBD56_RS13680,tssF,66265,68035,1770,590,+,48.08,type VI secretion system baseplate subunit TssF,WP_000189793.1
ACBD56_RS13685,tssG,67998,69015,1017,339,+,51.52,type VI secretion system baseplate subunit TssG,WP_000510180.1
ACBD56_RS13690,tagH,69017,70505,1488,496,+,49.33,type VI secretion system-associated FHA domain protein TagH,WP_462099763.1
ACBD56_RS13695,tssJ,70507,70984,477,159,+,47.17,type VI secretion system lipoprotein TssJ,WP_001045311.1
ACBD56_RS13700,tssK,70990,72325,1335,445,+,52.06,type VI secretion system baseplate subunit TssK,WP_000458007.1
ACBD56_RS13705,icmH,72327,73101,774,258,+,48.71,type IVB secretion system protein IcmH/DotU,WP_000083407.1
ACBD56_RS13710,tssH,73126,75736,2610,870,+,50.65,type VI secretion system ATPase TssH,WP_046121790.1
ACBD56_RS13715,vasH,75738,77331,1593,531,+,51.1,sigma-54 dependent T6SS transcriptional regulator VasH,WP_000084793.1
ACBD56_RS13720,vasI,77327,77984,657,219,+,54.95,type VI secretion system-associated protein VasI,WP_033927781.1
ACBD56_RS13725,vasJ,77993,79403,1410,470,+,51.77,TssA family type VI secretion system protein VasJ,WP_462099764.1
ACBD56_RS13730,tssM,79418,82964,3546,1182,+,48.62,type VI secretion system membrane subunit TssM,WP_462099765.1
ACBD56_RS13735,,83014,84277,1263,421,+,49.72,type VI secretion system ImpA family N-terminal domain-containing protein,WP_000073079.1
ACBD56_RS13740,tssI,84529,87583,3054,1018,+,46.76,type VI secretion system tip protein TssI/VgrG,WP_462099766.1
ACBD56_RS13745,tsiV3,87579,87948,369,123,+,33.6,type VI secretion system antitoxin TsiV3,WP_001061294.1
ACBD56_RS13750,,88095,88356,261,87,-,46.36,DUF3012 domain-containing protein,WP_000799239.1
ACBD56_RS13755,rbsD,88639,89059,420,140,+,48.57,D-ribose pyranase,WP_000749918.1
ACBD56_RS13760,rbsA,89085,90588,1503,501,+,49.9,ribose ABC transporter ATP-binding protein RbsA,WP_000189455.1
ACBD56_RS13765,rbsC,90602,91586,984,328,+,52.13,ribose ABC transporter permease,WP_000107607.1
ACBD56_RS13770,rbsB,91646,92525,879,293,+,51.88,ribose ABC transporter substrate-binding protein RbsB,WP_000737177.1
ACBD56_RS13775,rbsK,92662,93583,921,307,+,51.03,ribokinase,WP_001038373.1
ACBD56_RS13780,,93593,94601,1008,336,+,49.9,substrate-binding domain-containing protein,WP_033927778.1
ACBD56_RS13785,,94732,95665,933,311,+,38.26,sensor domain-containing diguanylate cyclase,WP_033927777.1
ACBD56_RS13790,pnuC,95962,96697,735,245,+,45.71,nicotinamide riboside transporter PnuC,WP_033927776.1
ACBD56_RS13795,,96693,97425,732,244,+,51.09,nucleoside phosphorylase,WP_057562942.1
ACBD56_RS13800,,97564,98245,681,227,+,50.22,Crp/Fnr family transcriptional regulator,WP_057562943.1
ACBD56_RS13805,glpQ,98297,99365,1068,356,-,47.47,glycerophosphodiester phosphodiesterase,WP_148502273.1
ACBD56_RS13810,glpT,99518,100877,1359,453,-,50.4,glycerol-3-phosphate transporter,WP_000462373.1
ACBD56_RS13815,,101302,101650,348,116,-,44.25,DUF3316 domain-containing protein,WP_000720501.1
ACBD56_RS13820,,102096,103266,1170,390,+,51.28,lytic polysaccharide monooxygenase,WP_000873591.1
ACBD56_RS13825,,103379,105434,2055,685,-,50.41,sensor histidine kinase,WP_084981314.1
ACBD56_RS13830,,105723,107076,1353,451,+,53.81,sigma-54-dependent transcriptional regulator,WP_002052802.1
ACBD56_RS13835,,107377,108385,1008,336,+,51.79,TAXI family TRAP transporter solute-binding subunit,WP_000810890.1
ACBD56_RS13840,,108561,110703,2142,714,+,52.89,TRAP transporter permease,WP_042989005.1
ACBD56_RS13845,lhgO,110699,111911,1212,404,+,50.08,L-2-hydroxyglutarate oxidase,WP_042989006.1
ACBD56_RS13850,,112283,116027,3744,1248,+,50.75,M66 family metalloprotease,WP_462099767.1
ACBD56_RS13855,def,116174,116681,507,169,+,48.32,peptide deformylase,WP_000279461.1
ACBD56_RS13860,,116762,118019,1257,419,-,47.73,PTS ascorbate transporter subunit IIC,WP_000394153.1
ACBD56_RS13865,,118028,118316,288,96,-,46.88,PTS sugar transporter subunit IIB,WP_000700030.1
ACBD56_RS13870,,118366,118810,444,148,-,48.2,PTS sugar transporter subunit IIA,WP_000947727.1
ACBD56_RS13875,,119059,120088,1029,343,+,45.29,LacI family DNA-binding transcriptional regulator,WP_002021247.1
ACBD56_RS13880,,120199,121528,1329,443,+,47.4,ferredoxin reductase family protein,WP_209519751.1
ACBD56_RS13885,mnhG,121602,121926,324,108,-,51.23,monovalent cation/H(+) antiporter subunit G,WP_000062164.1
ACBD56_RS13890,,121925,122204,279,93,-,44.8,cation:proton antiporter,WP_000370509.1
ACBD56_RS13895,,122196,122673,477,159,-,46.54,Na+/H+ antiporter subunit E,WP_053033833.1
ACBD56_RS13900,,122669,124166,1497,499,-,49.3,proton-conducting transporter transmembrane domain-containing protein,WP_462099768.1
ACBD56_RS13905,,124162,124516,354,118,-,50.85,Na+/H+ antiporter subunit C,WP_000398830.1
ACBD56_RS13910,mbhE,124515,127092,2577,859,-,49.32,hydrogen gas-evolving membrane-bound hydrogenase subunit E,WP_462099769.1
ACBD56_RS13915,,127337,127535,198,66,-,48.48,hypothetical protein,WP_053037107.1
ACBD56_RS13920,,127609,128551,942,314,-,46.18,universal stress protein,WP_142570294.1
ACBD56_RS13925,,128746,129961,1215,405,-,47.98,aromatic amino acid transporter,WP_000043405.1
ACBD56_RS13930,tnaA,130060,131479,1419,473,-,48.06,tryptophanase,WP_462099770.1
ACBD56_RS13935,tnaC,131951,132023,72,24,-,38.89,tryptophanase leader peptide,WP_071908331.1
ACBD56_RS13940,,132260,132473,213,71,+,38.5,DUF3820 family protein,WP_000462095.1
ACBD56_RS13945,,132542,133025,483,161,-,44.51,"L,D-transpeptidase family protein",WP_001236184.1
ACBD56_RS13950,,133568,135566,1998,666,+,46.7,GGDEF domain-containing protein,WP_001911621.1
ACBD56_RS13955,cspE,135811,136024,213,71,+,45.07,transcription antiterminator/RNA stability regulator CspE,WP_000078819.1
ACBD56_RS13960,,136313,137030,717,239,-,46.44,SIMPL domain-containing protein,WP_000181878.1
ACBD56_RS13965,,137190,138843,1653,551,-,50.09,BatD family protein,WP_033927761.1
ACBD56_RS13970,,138836,140708,1872,624,-,52.51,vWA domain-containing protein,WP_462099771.1
ACBD56_RS13975,,140709,141636,927,309,-,50.49,vWA domain-containing protein,WP_393922839.1
ACBD56_RS13980,,141652,142141,489,163,-,49.9,DUF4381 domain-containing protein,WP_000665196.1
ACBD56_RS13985,,142137,143070,933,311,-,50.48,DUF58 domain-containing protein,WP_462099772.1
ACBD56_RS13990,,143073,144030,957,319,-,50.89,AAA family ATPase,WP_000009945.1
ACBD56_RS13995,,144331,146248,1917,639,+,48.62,methyl-accepting chemotaxis protein,WP_032474933.1
ACBD56_RS14000,,146307,146508,201,67,+,44.78,chromosome segregation ATPase,WP_000997601.1
ACBD56_RS14005,,146780,147434,654,218,-,51.38,DsbA family oxidoreductase,WP_114772524.1
ACBD56_RS14010,,148079,149288,1209,403,+,49.71,NupC/NupG family nucleoside CNT transporter,WP_000986003.1
ACBD56_RS14015,pepT,149538,150771,1233,411,+,48.26,peptidase T,WP_000793862.1
ACBD56_RS14020,,150942,151818,876,292,+,49.32,mechanosensitive ion channel family protein,WP_000400695.1
ACBD56_RS14025,norR,151814,153407,1593,531,-,52.04,nitric oxide reductase transcriptional regulator NorR,WP_462099773.1
ACBD56_RS14030,hmpA,153598,154783,1185,395,+,48.02,NO-inducible flavohemoprotein,WP_462099774.1
ACBD56_RS14035,,154926,155136,210,70,-,45.71,cold-shock protein,WP_000106983.1
ACBD56_RS14040,,155494,155722,228,76,+,43.86,alternative ribosome-rescue factor A,WP_000792012.1
ACBD56_RS14045,,156109,156487,378,126,+,45.77,hypothetical protein,WP_000765283.1
ACBD56_RS14050,,156762,157002,240,80,+,44.58,hypothetical protein,WP_000407070.1
ACBD56_RS14055,,157088,158093,1005,335,+,46.77,response regulator,WP_000009679.1
ACBD56_RS14060,,158092,158539,447,149,+,43.18,PAS domain-containing protein,WP_000880547.1
ACBD56_RS14065,,158588,160061,1473,491,+,51.53,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,WP_001130886.1
ACBD56_RS14070,,160049,161045,996,332,-,48.8,2-hydroxyacid dehydrogenase,WP_000935709.1
ACBD56_RS14075,,161287,162571,1284,428,+,51.01,Na+/H+ antiporter NhaC family protein,WP_205350645.1
ACBD56_RS14080,,162572,163415,843,281,-,47.45,potassium channel family protein,WP_000779165.1
ACBD56_RS14085,,163480,164029,549,183,-,44.26,outer membrane beta-barrel protein,WP_000251270.1
ACBD56_RS14090,,164674,165718,1044,348,+,50.96,GMP reductase,WP_001217709.1
ACBD56_RS14095,,165788,167183,1395,465,-,48.67,DEAD/DEAH box helicase,WP_032474943.1
ACBD56_RS14100,,167372,168701,1329,443,-,49.96,anaerobic C4-dicarboxylate transporter,WP_000967517.1
ACBD56_RS14105,nadE,168951,169782,831,277,-,50.78,ammonia-dependent NAD(+) synthetase,WP_175235947.1
ACBD56_RS14110,,169884,170412,528,176,+,48.67,nicotinate-nicotinamide nucleotide adenylyltransferase,WP_000717535.1
ACBD56_RS14115,,170607,172149,1542,514,+,46.3,DUF3369 domain-containing protein,WP_000362853.1
ACBD56_RS14120,,172206,174153,1947,649,-,46.33,ATP-binding protein,WP_094391989.1
ACBD56_RS14125,,174402,175377,975,325,+,45.85,ABC transporter substrate-binding protein,WP_032474946.1
ACBD56_RS14130,,175454,177035,1581,527,-,52.56,Na+/H+ antiporter NhaC family protein,WP_001046717.1
ACBD56_RS14135,emrD,177438,178644,1206,402,-,50.41,multidrug efflux MFS transporter EmrD,WP_001276505.1
ACBD56_RS14140,,178896,179163,267,89,+,44.57,hypothetical protein,WP_000949610.1
ACBD56_RS14145,,179153,180233,1080,360,-,45.46,GGDEF domain-containing protein,WP_000178904.1
ACBD56_RS14150,,180353,181610,1257,419,-,47.33,SGNH/GDSL hydrolase family protein,WP_462099775.1
ACBD56_RS14155,hlyA,182581,184807,2226,742,+,47.44,cytolysin VCC,WP_462099776.1
ACBD56_RS14160,,185107,186754,1647,549,+,48.69,methyl-accepting chemotaxis protein,WP_000586208.1
ACBD56_RS14165,,187101,188040,939,313,+,51.54,lipase family alpha/beta hydrolase,WP_001033424.1
ACBD56_RS14170,,188049,188904,855,285,+,53.33,lipase secretion chaperone,WP_057562978.1
ACBD56_RS14175,prtV,188980,191737,2757,919,-,49.62,M6 family metalloprotease PrtV,WP_182293380.1
ACBD56_RS14180,,191821,192094,273,91,-,39.19,hypothetical protein,WP_182293378.1
ACBD56_RS14185,,192686,193445,759,253,+,49.28,class II glutamine amidotransferase,WP_033932209.1
ACBD56_RS14190,vctP,193850,194762,912,304,+,45.72,iron chelate ABC transporter substrate-binding protein VctP,WP_182292520.1
ACBD56_RS14195,vctD,194814,195753,939,313,+,46.11,iron chelate uptake ABC transporter permease subunit VctD,WP_000735136.1
ACBD56_RS14200,vctG,195742,196693,951,317,+,49.53,iron chelate uptake ABC transporter permease subunit VctG,WP_001154097.1
ACBD56_RS14205,vctC,196695,197460,765,255,+,50.07,iron chelate ABC transporter ATP-binding protein VctC,WP_000615306.1
ACBD56_RS14210,,197506,198523,1017,339,-,48.57,helix-turn-helix domain-containing protein,WP_001181420.1
ACBD56_RS14215,vctA,198609,200589,1980,660,+,49.04,TonB-dependent iron chelate receptor VctA,WP_182292518.1
ACBD56_RS14220,,200646,200967,321,107,+,49.22,DUF2218 domain-containing protein,WP_000098211.1
ACBD56_RS14225,,201236,202430,1194,398,+,50.67,acetate/propionate family kinase,WP_000072098.1
ACBD56_RS14230,,202484,203807,1323,441,-,49.36,IS4 family transposase,WP_001886535.1
ACBD56_RS14235,gcvP,203945,206810,2865,955,-,52.36,aminomethyl-transferring glycine dehydrogenase,WP_182293468.1
ACBD56_RS14240,gcvH,206953,207334,381,127,-,47.51,glycine cleavage system protein GcvH,WP_000361811.1
ACBD56_RS14245,,207370,208678,1308,436,-,51.15,serine hydroxymethyltransferase,WP_000993296.1
ACBD56_RS14250,,209065,209689,624,208,+,49.84,helix-turn-helix domain-containing protein,WP_001287801.1
ACBD56_RS14255,gcvT,209931,211062,1131,377,+,52.08,glycine cleavage system aminomethyltransferase GcvT,WP_033928118.1
ACBD56_RS14260,thrS,211354,213283,1929,643,+,45.67,threonine--tRNA ligase,WP_001121787.1
ACBD56_RS14265,infC,213349,213838,489,163,+,47.24,translation initiation factor IF-3,WP_217633082.1
ACBD56_RS14270,rpmI,213941,214136,195,65,+,45.13,50S ribosomal protein L35,WP_001885060.1
ACBD56_RS14275,rplT,214177,214531,354,118,+,46.05,50S ribosomal protein L20,WP_001138366.1
ACBD56_RS14280,intIA,214612,215575,963,321,-,41.95,integron integrase IntIA,WP_462099777.1
ACBD56_RS14285,,215824,216184,360,120,+,37.5,hypothetical protein,WP_032475842.1
ACBD56_RS14290,,216491,216674,183,61,+,45.36,DUF645 family protein,WP_000947618.1
ACBD56_RS14295,,216852,217368,516,172,+,42.83,MazG-related protein,WP_336932278.1
ACBD56_RS14300,,217516,218086,570,190,+,42.28,flavodoxin family protein,WP_000686204.1
ACBD56_RS14305,,218381,218561,180,60,+,45.0,DUF645 family protein,WP_032475859.1
ACBD56_RS14310,,218779,219193,414,138,+,42.51,GNAT family N-acetyltransferase,
ACBD56_RS14315,,219348,219666,318,106,-,40.25,type II toxin-antitoxin system RelE/ParE family toxin,WP_033929156.1
ACBD56_RS14320,,219684,219927,243,81,-,40.74,type II toxin-antitoxin system Phd/YefM family antitoxin,WP_000557291.1
ACBD56_RS14325,,220163,220601,438,146,+,40.18,NUDIX hydrolase,WP_001202554.1
ACBD56_RS14330,,220906,221068,162,54,+,43.83,DUF645 family protein,
ACBD56_RS14335,,221131,221629,498,166,-,43.98,GNAT family N-acetyltransferase,WP_462099778.1
ACBD56_RS14340,,221625,221898,273,91,-,43.96,type II toxin-antitoxin system TacA family antitoxin,WP_088136754.1
ACBD56_RS14345,,222159,222663,504,168,+,42.66,DinB family protein,WP_324256443.1
ACBD56_RS14350,,222807,223737,930,310,+,36.67,STM4504/CBY_0614 family protein,WP_108243998.1
ACBD56_RS14355,,224033,224159,126,42,+,42.86,DUF645 family protein,
ACBD56_RS14360,,224659,225127,468,156,+,39.32,hypothetical protein,WP_148526121.1
ACBD56_RS14365,,225426,225840,414,138,+,41.79,GNAT family N-acetyltransferase,WP_060780637.1
ACBD56_RS14370,,225979,226434,455,151,+,38.68,GNAT family N-acetyltransferase,
ACBD56_RS14375,,226583,227120,537,179,+,43.02,GNAT family N-acetyltransferase,WP_033931679.1
ACBD56_RS14380,,227273,227714,441,147,+,31.75,lysozyme inhibitor LprI family protein,WP_001966102.1
ACBD56_RS14385,,228336,229041,705,235,+,37.73,HNH endonuclease,WP_248385742.1
ACBD56_RS14390,,229171,229453,282,94,+,38.65,DUF1289 domain-containing protein,WP_033838033.1
ACBD56_RS14395,,229697,230153,456,152,+,35.75,hypothetical protein,WP_057558764.1
ACBD56_RS14400,,230299,230752,453,151,+,39.07,GNAT family N-acetyltransferase,WP_084981662.1
ACBD56_RS14405,,230900,231437,537,179,+,43.2,GNAT family N-acetyltransferase,WP_114717326.1
ACBD56_RS14410,,231556,231838,282,94,+,39.01,DUF1289 domain-containing protein,WP_080004302.1
ACBD56_RS14415,,232090,232894,804,268,+,32.46,hypothetical protein,WP_149560819.1
ACBD56_RS14420,,233054,233519,465,155,+,43.66,ASCH domain-containing protein,WP_230729098.1
ACBD56_RS14425,,233661,233880,219,73,+,36.99,hypothetical protein,WP_447498425.1
ACBD56_RS14430,,234202,234247,45,15,+,42.22,hypothetical protein,
ACBD56_RS14435,,234227,234321,94,31,+,45.74,ggdef family protein,
ACBD56_RS14440,,234772,235429,657,219,+,38.2,quinolone resistance pentapeptide repeat protein QnrVC4,WP_000361704.1
ACBD56_RS14445,,235681,235960,279,93,+,45.88,DUF3709 domain-containing protein,WP_312590280.1
ACBD56_RS14450,,236229,236622,393,131,+,46.31,nuclear transport factor 2 family protein,WP_282500051.1
ACBD56_RS14455,,236973,237036,63,21,+,46.03,DUF645 family protein,
ACBD56_RS14460,,237025,237145,120,40,+,39.17,Tfp pilus assembly protein,WP_248531067.1
ACBD56_RS14465,,237304,237495,191,63,+,45.55,hypothetical protein,
ACBD56_RS14470,,237767,238160,393,131,+,38.93,hypothetical protein,WP_148517055.1
ACBD56_RS14475,,238308,238944,636,212,+,38.84,RipA family octameric membrane protein,WP_095476833.1
ACBD56_RS14480,,239091,240060,969,323,+,40.35,GIY-YIG nuclease family protein,WP_462099779.1
ACBD56_RS14485,,240198,240540,342,114,+,41.23,GFA family protein,WP_081020572.1
ACBD56_RS14490,,240691,241210,519,173,+,40.85,GNAT family N-acetyltransferase,WP_148547050.1
ACBD56_RS14495,,241345,241663,318,106,-,40.25,type II toxin-antitoxin system RelE/ParE family toxin,WP_033929156.1
ACBD56_RS14500,,241681,241924,243,81,-,40.74,type II toxin-antitoxin system Phd/YefM family antitoxin,WP_000557291.1
ACBD56_RS14505,,242172,242586,414,138,+,42.27,NUDIX hydrolase,WP_114741990.1
ACBD56_RS14510,,242929,243061,132,44,+,44.7,DUF645 family protein,WP_161783504.1
ACBD56_RS14515,,243381,244152,771,257,+,36.06,hypothetical protein,WP_033929258.1
ACBD56_RS14520,,244337,244574,237,79,-,44.73,RNA recognition motif domain-containing protein,WP_000772130.1
ACBD56_RS14525,,244828,245242,414,138,+,37.44,hypothetical protein,WP_114721385.1
ACBD56_RS14530,,245394,246033,639,213,+,41.78,HD domain-containing protein,WP_000230121.1
ACBD56_RS14535,,246302,246527,225,75,+,47.11,DUF3709 domain-containing protein,WP_072611685.1
ACBD56_RS14540,,246826,247222,396,132,+,40.91,DUF3465 domain-containing protein,WP_057570841.1
ACBD56_RS14545,,247368,247884,516,172,+,40.5,ClbS/DfsB family four-helix bundle protein,WP_000100089.1
ACBD56_RS14550,,248032,248569,537,179,+,41.34,nucleotidyltransferase family protein,WP_248466473.1
ACBD56_RS14555,,248717,249170,453,151,+,40.4,NUDIX hydrolase,WP_199370665.1
ACBD56_RS14560,,249286,249619,333,111,+,39.94,hypothetical protein,WP_462099824.1
ACBD56_RS14565,,249840,250104,264,88,+,37.88,hypothetical protein,WP_032474167.1
ACBD56_RS14570,,250308,250560,252,84,+,44.44,TIGR03643 family protein,WP_001890111.1
ACBD56_RS14575,,250725,251277,552,184,+,42.21,sugar O-acetyltransferase,WP_154026854.1
ACBD56_RS14580,,251436,252114,678,226,+,38.05,RusA family crossover junction endodeoxyribonuclease,WP_114736600.1
ACBD56_RS14585,,252247,252682,435,145,+,42.3,GNAT family N-acetyltransferase,WP_000256034.1
ACBD56_RS14590,,253331,253835,504,168,+,42.26,DinB family protein,WP_001158952.1
ACBD56_RS14595,,254107,254341,234,78,+,45.73,DUF3709 domain-containing protein,WP_462099814.1
ACBD56_RS14600,,254607,255123,516,172,+,39.53,GNAT family N-acetyltransferase,WP_000343786.1
ACBD56_RS14605,,255261,255798,537,179,+,40.6,cysteine hydrolase family protein,WP_114742726.1
ACBD56_RS14610,,256007,256397,390,130,+,42.82,VOC family protein,WP_000491262.1
ACBD56_RS14615,,256548,256926,378,126,+,39.15,hypothetical protein,WP_088129414.1
ACBD56_RS14620,,257076,257607,531,177,-,33.33,chorismate mutase,WP_000942055.1
ACBD56_RS14625,,257784,258099,315,105,+,38.41,Dabb family protein,WP_001893674.1
ACBD56_RS14630,,258440,258539,99,33,+,45.45,DUF645 family protein,WP_138041722.1
ACBD56_RS14635,,258783,259320,537,179,+,43.02,GNAT family N-acetyltransferase,WP_114726109.1
ACBD56_RS14640,,259617,259797,180,60,+,46.67,DUF645 family protein,WP_001910041.1
ACBD56_RS14645,,260063,260351,288,96,+,43.75,hypothetical protein,WP_248440668.1
ACBD56_RS14650,,260490,261023,533,177,+,40.34,GNAT family N-acetyltransferase,
ACBD56_RS14655,,261320,261500,180,60,+,43.33,DUF645 family protein,WP_002021999.1
ACBD56_RS14660,,261715,262141,426,142,+,40.85,N-acetyltransferase,WP_432608403.1
ACBD56_RS14665,,262302,262839,537,179,+,35.2,hypothetical protein,WP_000831688.1
ACBD56_RS14670,,263000,264149,1149,383,+,36.21,hypothetical protein,WP_267756115.1
ACBD56_RS14675,,264308,264530,222,74,+,40.99,lipocalin family protein,
ACBD56_RS14680,,264539,265717,1178,392,-,44.19,IS3 family transposase,WP_199359527.1
ACBD56_RS14685,,265791,266085,294,98,+,42.52,lipocalin family protein,
ACBD56_RS14690,,266250,266550,300,100,+,38.33,hypothetical protein,WP_462099780.1
ACBD56_RS14695,,266746,267079,333,111,+,40.84,type II toxin-antitoxin system RelE family toxin,WP_000843587.1
ACBD56_RS14700,,267065,267380,315,105,+,44.44,helix-turn-helix domain-containing protein,WP_000071008.1
ACBD56_RS14705,,267941,268946,1005,335,+,41.89,S66 family peptidase,WP_000964931.1
ACBD56_RS14710,,269240,269393,153,51,+,43.79,DUF645 family protein,
ACBD56_RS14715,,269591,269870,279,93,-,37.63,type II toxin-antitoxin system RelE/ParE family toxin,WP_000578471.1
ACBD56_RS14720,,269866,270151,285,95,-,43.86,type II toxin-antitoxin system RelB/DinJ family antitoxin,WP_000381183.1
ACBD56_RS14725,,270599,270657,58,19,+,50.0,DUF645 family protein,
ACBD56_RS14730,,270852,271320,468,156,+,39.53,hypothetical protein,WP_462099781.1
ACBD56_RS14735,,271613,271796,183,61,+,43.17,DUF645 family protein,WP_462099782.1
ACBD56_RS14740,,271992,272475,483,161,+,40.99,GNAT family N-acetyltransferase,WP_000422937.1
ACBD56_RS14745,,272614,272893,279,93,-,39.07,type II toxin-antitoxin system RelE/ParE family toxin,WP_000578471.1
